vote_id,member_id,position,country_code,ep_group,source
2137,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2138,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2138,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2138,316,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2138,321,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2138,396,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2138,446,DID_NOT_VOTE,DNK,Europe of freedom and democracy Group,votewatch
2138,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2138,555,FOR,DNK,European Conservatives and Reformists Group,votewatch
2138,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2138,611,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2138,654,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2138,672,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2138,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2138,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2139,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2139,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2139,316,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2139,321,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2139,396,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2139,446,DID_NOT_VOTE,DNK,Europe of freedom and democracy Group,votewatch
2139,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2139,555,FOR,DNK,European Conservatives and Reformists Group,votewatch
2139,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2139,611,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2139,654,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2139,672,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2139,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2139,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2140,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2140,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2140,316,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2140,321,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2140,396,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2140,446,DID_NOT_VOTE,DNK,Europe of freedom and democracy Group,votewatch
2140,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2140,555,FOR,DNK,European Conservatives and Reformists Group,votewatch
2140,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2140,611,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2140,654,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2140,672,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2140,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2140,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2141,53,AGAINST,DNK,Group of the European People's Party (Christian Democrats),votewatch
2141,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2141,316,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2141,321,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2141,396,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2141,446,DID_NOT_VOTE,DNK,Europe of freedom and democracy Group,votewatch
2141,550,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2141,555,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
2141,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2141,611,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2141,654,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2141,672,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2141,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2141,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2142,53,AGAINST,DNK,Group of the European People's Party (Christian Democrats),votewatch
2142,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2142,316,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2142,321,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2142,396,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2142,446,DID_NOT_VOTE,DNK,Europe of freedom and democracy Group,votewatch
2142,550,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2142,555,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
2142,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2142,611,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2142,654,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2142,672,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2142,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2142,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2143,53,AGAINST,DNK,Group of the European People's Party (Christian Democrats),votewatch
2143,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2143,316,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2143,321,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2143,396,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2143,446,DID_NOT_VOTE,DNK,Europe of freedom and democracy Group,votewatch
2143,550,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2143,555,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
2143,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2143,611,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2143,654,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2143,672,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2143,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2143,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2144,316,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2144,321,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2144,396,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2144,446,DID_NOT_VOTE,DNK,Europe of freedom and democracy Group,votewatch
2144,611,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2144,672,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2144,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2144,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2145,27,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
2145,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2145,116,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2145,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2145,321,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2145,396,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2145,446,FOR,DNK,Europe of freedom and democracy Group,votewatch
2145,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2145,555,FOR,DNK,European Conservatives and Reformists Group,votewatch
2145,576,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2145,611,AGAINST,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2145,654,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2145,672,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2145,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2145,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2146,27,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
2146,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2146,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2146,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2146,321,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2146,396,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2146,446,FOR,DNK,Europe of freedom and democracy Group,votewatch
2146,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2146,555,FOR,DNK,European Conservatives and Reformists Group,votewatch
2146,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2146,611,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2146,654,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2146,672,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2146,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2146,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2147,27,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
2147,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2147,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2147,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2147,321,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2147,396,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2147,446,FOR,DNK,Europe of freedom and democracy Group,votewatch
2147,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2147,555,FOR,DNK,European Conservatives and Reformists Group,votewatch
2147,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2147,611,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2147,654,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2147,672,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2147,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2147,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2148,27,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
2148,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2148,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2148,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2148,321,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2148,396,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2148,446,FOR,DNK,Europe of freedom and democracy Group,votewatch
2148,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2148,555,FOR,DNK,European Conservatives and Reformists Group,votewatch
2148,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2148,611,ABSTENTION,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2148,654,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2148,672,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2148,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2148,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2149,27,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
2149,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2149,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2149,316,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2149,321,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2149,396,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2149,446,AGAINST,DNK,Europe of freedom and democracy Group,votewatch
2149,550,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2149,555,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
2149,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2149,611,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2149,654,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2149,672,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2149,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2149,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2150,27,ABSTENTION,DNK,Group of the Greens/European Free Alliance,votewatch
2150,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2150,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2150,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2150,396,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2150,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2150,555,ABSTENTION,DNK,European Conservatives and Reformists Group,votewatch
2150,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2150,611,AGAINST,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2150,654,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2150,672,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2150,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2150,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2151,27,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
2151,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2151,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2151,321,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2151,446,FOR,DNK,Europe of freedom and democracy Group,votewatch
2151,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2151,555,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
2151,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2151,611,ABSTENTION,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2151,672,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2151,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2151,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2152,27,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
2152,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2152,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2152,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2152,321,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2152,446,ABSTENTION,DNK,Europe of freedom and democracy Group,votewatch
2152,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2152,555,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
2152,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2152,611,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2152,672,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2152,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2152,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2153,27,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
2153,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2153,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2153,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2153,321,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2153,446,AGAINST,DNK,Europe of freedom and democracy Group,votewatch
2153,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2153,555,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
2153,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2153,611,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2153,672,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2153,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2153,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2154,27,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
2154,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2154,116,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2154,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2154,321,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2154,446,AGAINST,DNK,Europe of freedom and democracy Group,votewatch
2154,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2154,555,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
2154,576,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2154,611,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2154,672,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2154,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2154,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2155,27,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
2155,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2155,116,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2155,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2155,321,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2155,446,AGAINST,DNK,Europe of freedom and democracy Group,votewatch
2155,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2155,555,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
2155,576,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2155,611,AGAINST,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2155,654,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2155,672,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2155,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2155,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2156,27,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
2156,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2156,116,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2156,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2156,321,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2156,446,AGAINST,DNK,Europe of freedom and democracy Group,votewatch
2156,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2156,555,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
2156,576,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2156,611,AGAINST,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2156,654,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2156,672,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2156,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2156,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2157,27,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
2157,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2157,116,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2157,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2157,321,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2157,446,AGAINST,DNK,Europe of freedom and democracy Group,votewatch
2157,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2157,555,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
2157,576,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2157,611,AGAINST,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2157,654,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2157,672,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2157,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2157,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2158,27,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
2158,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2158,116,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2158,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2158,321,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2158,446,AGAINST,DNK,Europe of freedom and democracy Group,votewatch
2158,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2158,555,ABSTENTION,DNK,European Conservatives and Reformists Group,votewatch
2158,576,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2158,611,AGAINST,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2158,654,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2158,672,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2158,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2158,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2159,27,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
2159,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2159,116,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2159,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2159,321,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2159,446,AGAINST,DNK,Europe of freedom and democracy Group,votewatch
2159,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2159,555,ABSTENTION,DNK,European Conservatives and Reformists Group,votewatch
2159,576,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2159,611,AGAINST,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2159,654,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2159,672,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2159,846,DID_NOT_VOTE,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2159,849,DID_NOT_VOTE,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2160,27,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
2160,53,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
2160,116,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2160,316,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2160,321,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2160,446,AGAINST,DNK,Europe of freedom and democracy Group,votewatch
2160,550,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
2160,555,ABSTENTION,DNK,European Conservatives and Reformists Group,votewatch
2160,576,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
2160,611,AGAINST,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
2160,654,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
