vote_id,member_id,position,country_code,ep_group,source
6,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
6,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
6,124870,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
6,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
6,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
6,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
6,37312,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
6,124880,FOR,DNK,,votewatch
6,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
6,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
7,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
7,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
7,28154,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
7,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
7,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
7,124870,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
7,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
7,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
7,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
7,37312,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
7,124880,FOR,DNK,,votewatch
7,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
7,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
8,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
8,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
8,28154,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
8,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
8,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
8,124870,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
8,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
8,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
8,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
8,37312,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
8,124880,FOR,DNK,,votewatch
8,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
8,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
9,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
9,96705,AGAINST,DNK,Group of the European People's Party (Christian Democrats),votewatch
9,28154,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
9,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
9,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
9,124870,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
9,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
9,124872,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
9,96710,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
9,37312,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
9,124880,AGAINST,DNK,,votewatch
9,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
9,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
10,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
10,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
10,28154,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
10,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
10,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
10,124870,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
10,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
10,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
10,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
10,37312,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
10,124880,FOR,DNK,,votewatch
10,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
10,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
11,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
11,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
11,28154,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
11,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
11,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
11,124870,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
11,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
11,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
11,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
11,37312,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
11,124880,FOR,DNK,,votewatch
11,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
11,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
12,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
12,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
12,28154,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
12,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
12,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
12,124870,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
12,96663,ABSTENTION,DNK,European Conservatives and Reformists Group,votewatch
12,124872,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
12,96710,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
12,37312,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
12,124880,AGAINST,DNK,,votewatch
12,124875,ABSTENTION,DNK,European Conservatives and Reformists Group,votewatch
12,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
13,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
13,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
13,28154,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
13,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
13,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
13,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
13,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
13,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
13,37312,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
13,124880,FOR,DNK,,votewatch
13,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
13,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
14,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
14,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
14,28154,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
14,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
14,122885,ABSTENTION,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
14,124870,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
14,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
14,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
14,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
14,37312,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
14,124880,FOR,DNK,,votewatch
14,124875,ABSTENTION,DNK,European Conservatives and Reformists Group,votewatch
14,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
15,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
15,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
15,28154,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
15,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
15,122885,ABSTENTION,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
15,124870,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
15,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
15,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
15,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
15,37312,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
15,124880,FOR,DNK,,votewatch
15,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
15,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
16,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
16,96705,AGAINST,DNK,Group of the European People's Party (Christian Democrats),votewatch
16,28154,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
16,124878,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
16,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
16,124870,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
16,96663,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
16,124872,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
16,96710,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
16,37312,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
16,124880,AGAINST,DNK,,votewatch
16,124875,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
16,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
17,28161,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
17,96705,AGAINST,DNK,Group of the European People's Party (Christian Democrats),votewatch
17,28154,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
17,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
17,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
17,124870,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
17,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
17,124872,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
17,96710,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
17,37312,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
17,124880,AGAINST,DNK,,votewatch
17,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
17,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
18,28161,ABSTENTION,DNK,Group of the Greens/European Free Alliance,votewatch
18,96705,AGAINST,DNK,Group of the European People's Party (Christian Democrats),votewatch
18,28154,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
18,124878,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
18,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
18,124870,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
18,96663,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
18,124872,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
18,96710,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
18,37312,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
18,124880,AGAINST,DNK,,votewatch
18,124875,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
18,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
19,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
19,96705,AGAINST,DNK,Group of the European People's Party (Christian Democrats),votewatch
19,28154,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
19,124878,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
19,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
19,124870,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
19,96663,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
19,124872,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
19,96710,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
19,37312,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
19,124880,AGAINST,DNK,,votewatch
19,124875,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
19,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
20,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
20,96705,AGAINST,DNK,Group of the European People's Party (Christian Democrats),votewatch
20,28154,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
20,124878,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
20,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
20,124870,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
20,96663,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
20,124872,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
20,96710,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
20,37312,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
20,124880,AGAINST,DNK,,votewatch
20,124875,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
20,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
21,28161,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
21,96705,AGAINST,DNK,Group of the European People's Party (Christian Democrats),votewatch
21,28154,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
21,124878,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
21,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
21,124870,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
21,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
21,124872,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
21,96710,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
21,37312,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
21,124880,AGAINST,DNK,,votewatch
21,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
21,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
22,28161,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
22,96705,AGAINST,DNK,Group of the European People's Party (Christian Democrats),votewatch
22,28154,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
22,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
22,122885,AGAINST,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
22,124870,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
22,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
22,124872,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
22,96710,AGAINST,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
22,37312,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
22,124880,AGAINST,DNK,,votewatch
22,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
22,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
23,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
23,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
23,28154,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
23,124878,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
23,122885,ABSTENTION,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
23,124870,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
23,96663,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
23,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
23,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
23,37312,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
23,124880,FOR,DNK,,votewatch
23,124875,AGAINST,DNK,European Conservatives and Reformists Group,votewatch
23,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
24,28161,AGAINST,DNK,Group of the Greens/European Free Alliance,votewatch
24,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
24,28154,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
24,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
24,122885,AGAINST,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
24,124870,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
24,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
24,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
24,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
24,37312,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
24,124880,FOR,DNK,,votewatch
24,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
24,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
25,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
25,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
25,28154,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
25,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
25,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
25,124870,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
25,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
25,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
25,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
25,37312,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
25,124880,FOR,DNK,,votewatch
25,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
25,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
26,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
26,96705,FOR,DNK,Group of the European People's Party (Christian Democrats),votewatch
26,28154,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
26,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
26,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
26,124870,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
26,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
26,124872,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
26,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
26,37312,FOR,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
26,124880,FOR,DNK,,votewatch
26,124875,FOR,DNK,European Conservatives and Reformists Group,votewatch
26,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
27,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
27,96705,ABSTENTION,DNK,Group of the European People's Party (Christian Democrats),votewatch
27,28154,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
27,124878,FOR,DNK,European Conservatives and Reformists Group,votewatch
27,122885,FOR,DNK,Confederal Group of the European United Left - Nordic Green Left,votewatch
27,124870,ABSTENTION,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
27,96663,FOR,DNK,European Conservatives and Reformists Group,votewatch
27,124872,ABSTENTION,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
27,96710,FOR,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
27,37312,AGAINST,DNK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,votewatch
27,124880,ABSTENTION,DNK,,votewatch
27,96709,DID_NOT_VOTE,DNK,Group of the Alliance of Liberals and Democrats for Europe,votewatch
28,28161,FOR,DNK,Group of the Greens/European Free Alliance,votewatch
