Unnamed: 0,typeid_x,afstemningid,aktørid,party,dato
538204,1,5163,1311,Radikale Venstre,2007-05-29 12:00:00
538205,1,5163,3092,Socialdemokratiet,2007-05-29 12:00:00
538206,1,5163,1039,Socialdemokratiet,2007-05-29 12:00:00
538207,1,5163,249,Socialdemokratiet,2007-05-29 12:00:00
538208,1,5163,1755,Dansk Folkeparti,2007-05-29 12:00:00
538209,1,5163,49,Venstre,2007-05-29 12:00:00
538210,1,5163,71,Det Konservative Folkeparti,2007-05-29 12:00:00
538211,1,5163,350,Venstre,2007-05-29 12:00:00
538212,1,5163,149,Det Konservative Folkeparti,2007-05-29 12:00:00
538213,1,5163,195,Socialistisk Folkeparti,2007-05-29 12:00:00
538214,1,5163,1778,Socialdemokratiet,2007-05-29 12:00:00
538215,2,5163,215,Enhedslisten,2007-05-29 12:00:00
538216,1,5163,17,Socialdemokratiet,2007-05-29 12:00:00
538217,1,5163,351,Socialdemokratiet,2007-05-29 12:00:00
538218,1,5163,126,Venstre,2007-05-29 12:00:00
538219,1,5163,8319,,2007-05-29 12:00:00
538220,1,5163,164,Venstre,2007-05-29 12:00:00
538221,1,5163,117,Uden for folketingsgrupperne,2007-05-29 12:00:00
538222,1,5163,1891,Socialdemokratiet,2007-05-29 12:00:00
538223,1,5163,663,Uden for folketingsgrupperne,2007-05-29 12:00:00
538224,1,5163,801,Socialdemokratiet,2007-05-29 12:00:00
538225,1,5163,7633,,2007-05-29 12:00:00
538226,1,5163,1444,Socialistisk Folkeparti,2007-05-29 12:00:00
538227,1,5163,70,Dansk Folkeparti,2007-05-29 12:00:00
538228,1,5163,244,Socialdemokratiet,2007-05-29 12:00:00
538229,1,5163,2103,Venstre,2007-05-29 12:00:00
538230,1,5163,1883,Socialistisk Folkeparti,2007-05-29 12:00:00
538231,1,5163,364,Venstre,2007-05-29 12:00:00
538232,1,5163,1461,Venstre,2007-05-29 12:00:00
538233,1,5163,678,Socialdemokratiet,2007-05-29 12:00:00
538234,1,5163,129,Venstre,2007-05-29 12:00:00
538235,1,5163,173,Venstre,2007-05-29 12:00:00
538236,1,5163,178,Venstre,2007-05-29 12:00:00
538237,1,5163,1378,Kristendemokraterne,2007-05-29 12:00:00
538238,1,5163,3081,Venstre,2007-05-29 12:00:00
538239,1,5163,1882,Det Konservative Folkeparti,2007-05-29 12:00:00
538240,1,5163,280,Socialdemokratiet,2007-05-29 12:00:00
538241,1,5163,1777,Dansk Folkeparti,2007-05-29 12:00:00
538242,1,5163,235,Socialdemokratiet,2007-05-29 12:00:00
538243,1,5163,676,Dansk Folkeparti,2007-05-29 12:00:00
538244,1,5163,1431,Dansk Folkeparti,2007-05-29 12:00:00
538245,1,5163,679,Socialdemokratiet,2007-05-29 12:00:00
538246,1,5163,677,Dansk Folkeparti,2007-05-29 12:00:00
538247,1,5163,64,Venstre,2007-05-29 12:00:00
538248,1,5163,657,Venstre,2007-05-29 12:00:00
538249,1,5163,1814,Venstre,2007-05-29 12:00:00
538250,1,5163,141,Radikale Venstre,2007-05-29 12:00:00
538251,1,5163,217,Venstre,2007-05-29 12:00:00
538252,1,5163,194,Venstre,2007-05-29 12:00:00
538253,1,5163,651,Socialdemokratiet,2007-05-29 12:00:00
538254,1,5163,646,Venstre,2007-05-29 12:00:00
538255,1,5163,951,Socialdemokratiet,2007-05-29 12:00:00
538256,1,5163,645,Venstre,2007-05-29 12:00:00
538257,1,5163,1880,Socialdemokratiet,2007-05-29 12:00:00
538258,1,5163,83,Det Konservative Folkeparti,2007-05-29 12:00:00
538259,1,5163,3085,Socialdemokratiet,2007-05-29 12:00:00
538260,1,5163,279,Venstre,2007-05-29 12:00:00
538261,1,5163,1249,Det Konservative Folkeparti,2007-05-29 12:00:00
538262,1,5163,3992,Socialdemokratiet,2007-05-29 12:00:00
538263,1,5163,33,Socialistisk Folkeparti,2007-05-29 12:00:00
538264,1,5163,193,Venstre,2007-05-29 12:00:00
538265,1,5163,4433,Det Konservative Folkeparti,2007-05-29 12:00:00
538266,1,5163,56,Dansk Folkeparti,2007-05-29 12:00:00
538267,1,5163,163,Venstre,2007-05-29 12:00:00
538268,1,5163,1124,Venstre,2007-05-29 12:00:00
538269,1,5163,80,Venstre,2007-05-29 12:00:00
538270,1,5163,671,Radikale Venstre,2007-05-29 12:00:00
538271,1,5163,3090,Dansk Folkeparti,2007-05-29 12:00:00
538272,1,5163,132,Venstre,2007-05-29 12:00:00
538273,1,5163,3086,Radikale Venstre,2007-05-29 12:00:00
538274,1,5163,264,Socialdemokratiet,2007-05-29 12:00:00
538275,1,5163,84,Socialdemokratiet,2007-05-29 12:00:00
538276,1,5163,725,Venstre,2007-05-29 12:00:00
538277,1,5163,125,Venstre,2007-05-29 12:00:00
538278,1,5163,675,Venstre,2007-05-29 12:00:00
538279,1,5163,1757,Venstre,2007-05-29 12:00:00
538280,1,5163,1280,Socialdemokratiet,2007-05-29 12:00:00
538281,1,5163,1299,Det Konservative Folkeparti,2007-05-29 12:00:00
538282,1,5163,82,Danmarksdemokraterne,2007-05-29 12:00:00
538283,1,5163,1769,Dansk Folkeparti,2007-05-29 12:00:00
538284,1,5163,182,Danmarksdemokraterne,2007-05-29 12:00:00
538285,1,5163,3042,,2007-05-29 12:00:00
538286,1,5163,1478,Socialdemokratiet,2007-05-29 12:00:00
538287,1,5163,1767,Socialdemokratiet,2007-05-29 12:00:00
538288,1,5163,379,Socialistisk Folkeparti,2007-05-29 12:00:00
538289,1,5163,1822,Socialdemokratiet,2007-05-29 12:00:00
538290,1,5163,212,Venstre,2007-05-29 12:00:00
538291,1,5163,1916,Det Konservative Folkeparti,2007-05-29 12:00:00
538292,1,5163,1774,Venstre,2007-05-29 12:00:00
538293,1,5163,1747,Socialdemokratiet,2007-05-29 12:00:00
538294,1,5164,1891,Socialdemokratiet,2007-05-29 12:00:00
538295,1,5164,117,Uden for folketingsgrupperne,2007-05-29 12:00:00
538296,1,5164,164,Venstre,2007-05-29 12:00:00
538297,1,5164,8319,,2007-05-29 12:00:00
538298,1,5164,126,Venstre,2007-05-29 12:00:00
538299,1,5164,351,Socialdemokratiet,2007-05-29 12:00:00
538300,1,5164,17,Socialdemokratiet,2007-05-29 12:00:00
538301,1,5164,215,Enhedslisten,2007-05-29 12:00:00
538302,1,5164,1778,Socialdemokratiet,2007-05-29 12:00:00
538303,1,5164,195,Socialistisk Folkeparti,2007-05-29 12:00:00
538304,1,5164,149,Det Konservative Folkeparti,2007-05-29 12:00:00
538305,1,5164,350,Venstre,2007-05-29 12:00:00
538306,1,5164,71,Det Konservative Folkeparti,2007-05-29 12:00:00
538307,1,5164,49,Venstre,2007-05-29 12:00:00
538308,1,5164,1755,Dansk Folkeparti,2007-05-29 12:00:00
538309,1,5164,249,Socialdemokratiet,2007-05-29 12:00:00
538310,1,5164,1039,Socialdemokratiet,2007-05-29 12:00:00
538311,1,5164,183,Danmarksdemokraterne,2007-05-29 12:00:00
538312,1,5164,198,Socialistisk Folkeparti,2007-05-29 12:00:00
538313,1,5164,1325,Socialdemokratiet,2007-05-29 12:00:00
538314,1,5164,94,Venstre,2007-05-29 12:00:00
538315,1,5164,1440,Radikale Venstre,2007-05-29 12:00:00
538316,1,5164,259,Venstre,2007-05-29 12:00:00
538317,1,5164,124,Dansk Folkeparti,2007-05-29 12:00:00
538318,1,5164,1618,Dansk Folkeparti,2007-05-29 12:00:00
538319,1,5164,211,Dansk Folkeparti,2007-05-29 12:00:00
538320,1,5164,3089,Venstre,2007-05-29 12:00:00
538321,1,5164,131,Det Konservative Folkeparti,2007-05-29 12:00:00
538322,1,5164,1172,Dansk Folkeparti,2007-05-29 12:00:00
538323,1,5164,3083,Radikale Venstre,2007-05-29 12:00:00
538324,1,5164,1385,Socialistisk Folkeparti,2007-05-29 12:00:00
538325,1,5164,138,Socialdemokratiet,2007-05-29 12:00:00
538326,1,5164,95,Socialistisk Folkeparti,2007-05-29 12:00:00
538327,1,5164,3087,Radikale Venstre,2007-05-29 12:00:00
538328,1,5164,197,Socialdemokratiet,2007-05-29 12:00:00
538329,1,5164,1311,Radikale Venstre,2007-05-29 12:00:00
538330,1,5164,3092,Socialdemokratiet,2007-05-29 12:00:00
538331,1,5164,663,Uden for folketingsgrupperne,2007-05-29 12:00:00
538332,1,5164,265,Venstre,2007-05-29 12:00:00
538333,1,5164,801,Socialdemokratiet,2007-05-29 12:00:00
538334,1,5164,7633,,2007-05-29 12:00:00
538335,1,5164,1444,Socialistisk Folkeparti,2007-05-29 12:00:00
538336,1,5164,70,Dansk Folkeparti,2007-05-29 12:00:00
538337,1,5164,244,Socialdemokratiet,2007-05-29 12:00:00
538338,1,5164,2103,Venstre,2007-05-29 12:00:00
538339,1,5164,1883,Socialistisk Folkeparti,2007-05-29 12:00:00
538340,1,5164,364,Venstre,2007-05-29 12:00:00
538341,1,5164,1461,Venstre,2007-05-29 12:00:00
538342,1,5164,678,Socialdemokratiet,2007-05-29 12:00:00
538343,1,5164,129,Venstre,2007-05-29 12:00:00
538344,1,5164,173,Venstre,2007-05-29 12:00:00
538345,1,5164,141,Radikale Venstre,2007-05-29 12:00:00
538346,1,5164,217,Venstre,2007-05-29 12:00:00
538347,1,5164,194,Venstre,2007-05-29 12:00:00
538348,1,5164,651,Socialdemokratiet,2007-05-29 12:00:00
538349,1,5164,646,Venstre,2007-05-29 12:00:00
538350,1,5164,951,Socialdemokratiet,2007-05-29 12:00:00
538351,1,5164,645,Venstre,2007-05-29 12:00:00
538352,1,5164,1880,Socialdemokratiet,2007-05-29 12:00:00
538353,1,5164,83,Det Konservative Folkeparti,2007-05-29 12:00:00
538354,1,5164,3085,Socialdemokratiet,2007-05-29 12:00:00
538355,1,5164,279,Venstre,2007-05-29 12:00:00
538356,1,5164,1249,Det Konservative Folkeparti,2007-05-29 12:00:00
538357,1,5164,3992,Socialdemokratiet,2007-05-29 12:00:00
538358,1,5164,33,Socialistisk Folkeparti,2007-05-29 12:00:00
538359,1,5164,193,Venstre,2007-05-29 12:00:00
538360,1,5164,4433,Det Konservative Folkeparti,2007-05-29 12:00:00
538361,1,5164,56,Dansk Folkeparti,2007-05-29 12:00:00
538362,1,5164,163,Venstre,2007-05-29 12:00:00
538363,1,5164,1124,Venstre,2007-05-29 12:00:00
538364,1,5164,80,Venstre,2007-05-29 12:00:00
538365,1,5164,1814,Venstre,2007-05-29 12:00:00
538366,1,5164,657,Venstre,2007-05-29 12:00:00
538367,1,5164,64,Venstre,2007-05-29 12:00:00
538368,1,5164,677,Dansk Folkeparti,2007-05-29 12:00:00
538369,1,5164,679,Socialdemokratiet,2007-05-29 12:00:00
538370,1,5164,1431,Dansk Folkeparti,2007-05-29 12:00:00
538371,1,5164,676,Dansk Folkeparti,2007-05-29 12:00:00
538372,1,5164,235,Socialdemokratiet,2007-05-29 12:00:00
538373,1,5164,1777,Dansk Folkeparti,2007-05-29 12:00:00
538374,1,5164,1882,Det Konservative Folkeparti,2007-05-29 12:00:00
538375,1,5164,3081,Venstre,2007-05-29 12:00:00
538376,1,5164,1378,Kristendemokraterne,2007-05-29 12:00:00
538377,1,5164,178,Venstre,2007-05-29 12:00:00
538378,1,5164,671,Radikale Venstre,2007-05-29 12:00:00
538379,1,5164,3090,Dansk Folkeparti,2007-05-29 12:00:00
538380,1,5164,132,Venstre,2007-05-29 12:00:00
538381,1,5164,3086,Radikale Venstre,2007-05-29 12:00:00
538382,1,5164,264,Socialdemokratiet,2007-05-29 12:00:00
538383,1,5164,145,Moderaterne,2007-05-29 12:00:00
538384,1,5164,84,Socialdemokratiet,2007-05-29 12:00:00
538385,1,5164,725,Venstre,2007-05-29 12:00:00
538386,1,5164,125,Venstre,2007-05-29 12:00:00
538387,1,5164,675,Venstre,2007-05-29 12:00:00
538388,1,5164,1757,Venstre,2007-05-29 12:00:00
538389,1,5164,1280,Socialdemokratiet,2007-05-29 12:00:00
538390,1,5164,1299,Det Konservative Folkeparti,2007-05-29 12:00:00
538391,1,5164,82,Danmarksdemokraterne,2007-05-29 12:00:00
538392,1,5164,1769,Dansk Folkeparti,2007-05-29 12:00:00
538393,1,5164,182,Danmarksdemokraterne,2007-05-29 12:00:00
538394,1,5164,3042,,2007-05-29 12:00:00
538395,1,5164,1478,Socialdemokratiet,2007-05-29 12:00:00
538396,1,5164,1767,Socialdemokratiet,2007-05-29 12:00:00
538397,1,5164,379,Socialistisk Folkeparti,2007-05-29 12:00:00
538398,1,5164,1822,Socialdemokratiet,2007-05-29 12:00:00
538399,1,5164,212,Venstre,2007-05-29 12:00:00
538400,1,5164,1916,Det Konservative Folkeparti,2007-05-29 12:00:00
538401,1,5164,1774,Venstre,2007-05-29 12:00:00
538402,1,5164,1747,Socialdemokratiet,2007-05-29 12:00:00
538403,1,5165,1891,Socialdemokratiet,2007-05-29 12:00:00
538404,1,5165,117,Uden for folketingsgrupperne,2007-05-29 12:00:00
538405,1,5165,164,Venstre,2007-05-29 12:00:00
538406,1,5165,8319,,2007-05-29 12:00:00
538407,1,5165,126,Venstre,2007-05-29 12:00:00
538408,1,5165,351,Socialdemokratiet,2007-05-29 12:00:00
538409,1,5165,17,Socialdemokratiet,2007-05-29 12:00:00
538410,2,5165,215,Enhedslisten,2007-05-29 12:00:00
538411,1,5165,1778,Socialdemokratiet,2007-05-29 12:00:00
538412,1,5165,149,Det Konservative Folkeparti,2007-05-29 12:00:00
538413,1,5165,350,Venstre,2007-05-29 12:00:00
538414,1,5165,71,Det Konservative Folkeparti,2007-05-29 12:00:00
538415,1,5165,49,Venstre,2007-05-29 12:00:00
538416,1,5165,1755,Dansk Folkeparti,2007-05-29 12:00:00
538417,1,5165,249,Socialdemokratiet,2007-05-29 12:00:00
538418,1,5165,1039,Socialdemokratiet,2007-05-29 12:00:00
538419,1,5165,183,Danmarksdemokraterne,2007-05-29 12:00:00
538420,1,5165,198,Socialistisk Folkeparti,2007-05-29 12:00:00
538421,1,5165,1325,Socialdemokratiet,2007-05-29 12:00:00
538422,1,5165,94,Venstre,2007-05-29 12:00:00
538423,1,5165,1440,Radikale Venstre,2007-05-29 12:00:00
538424,1,5165,259,Venstre,2007-05-29 12:00:00
538425,1,5165,1618,Dansk Folkeparti,2007-05-29 12:00:00
538426,1,5165,211,Dansk Folkeparti,2007-05-29 12:00:00
538427,1,5165,3089,Venstre,2007-05-29 12:00:00
538428,1,5165,131,Det Konservative Folkeparti,2007-05-29 12:00:00
538429,1,5165,1172,Dansk Folkeparti,2007-05-29 12:00:00
538430,1,5165,3083,Radikale Venstre,2007-05-29 12:00:00
538431,1,5165,1385,Socialistisk Folkeparti,2007-05-29 12:00:00
538432,1,5165,138,Socialdemokratiet,2007-05-29 12:00:00
538433,1,5165,95,Socialistisk Folkeparti,2007-05-29 12:00:00
538434,1,5165,3087,Radikale Venstre,2007-05-29 12:00:00
538435,1,5165,197,Socialdemokratiet,2007-05-29 12:00:00
538436,1,5165,1311,Radikale Venstre,2007-05-29 12:00:00
538437,1,5165,3092,Socialdemokratiet,2007-05-29 12:00:00
538438,1,5165,663,Uden for folketingsgrupperne,2007-05-29 12:00:00
538439,1,5165,265,Venstre,2007-05-29 12:00:00
538440,1,5165,801,Socialdemokratiet,2007-05-29 12:00:00
538441,1,5165,7633,,2007-05-29 12:00:00
538442,1,5165,1444,Socialistisk Folkeparti,2007-05-29 12:00:00
538443,1,5165,70,Dansk Folkeparti,2007-05-29 12:00:00
538444,1,5165,244,Socialdemokratiet,2007-05-29 12:00:00
538445,1,5165,2103,Venstre,2007-05-29 12:00:00
538446,1,5165,1883,Socialistisk Folkeparti,2007-05-29 12:00:00
538447,1,5165,364,Venstre,2007-05-29 12:00:00
538448,1,5165,1461,Venstre,2007-05-29 12:00:00
538449,1,5165,678,Socialdemokratiet,2007-05-29 12:00:00
538450,1,5165,129,Venstre,2007-05-29 12:00:00
538451,1,5165,173,Venstre,2007-05-29 12:00:00
538452,1,5165,178,Venstre,2007-05-29 12:00:00
538453,1,5165,1378,Kristendemokraterne,2007-05-29 12:00:00
538454,1,5165,3081,Venstre,2007-05-29 12:00:00
538455,1,5165,280,Socialdemokratiet,2007-05-29 12:00:00
538456,1,5165,1777,Dansk Folkeparti,2007-05-29 12:00:00
538457,1,5165,235,Socialdemokratiet,2007-05-29 12:00:00
538458,1,5165,676,Dansk Folkeparti,2007-05-29 12:00:00
538459,1,5165,1431,Dansk Folkeparti,2007-05-29 12:00:00
538460,1,5165,679,Socialdemokratiet,2007-05-29 12:00:00
538461,1,5165,677,Dansk Folkeparti,2007-05-29 12:00:00
538462,1,5165,64,Venstre,2007-05-29 12:00:00
538463,1,5165,657,Venstre,2007-05-29 12:00:00
538464,1,5165,1814,Venstre,2007-05-29 12:00:00
538465,1,5165,141,Radikale Venstre,2007-05-29 12:00:00
538466,1,5165,217,Venstre,2007-05-29 12:00:00
538467,1,5165,194,Venstre,2007-05-29 12:00:00
538468,1,5165,651,Socialdemokratiet,2007-05-29 12:00:00
538469,1,5165,646,Venstre,2007-05-29 12:00:00
538470,1,5165,951,Socialdemokratiet,2007-05-29 12:00:00
538471,1,5165,645,Venstre,2007-05-29 12:00:00
538472,1,5165,1880,Socialdemokratiet,2007-05-29 12:00:00
538473,1,5165,83,Det Konservative Folkeparti,2007-05-29 12:00:00
538474,1,5165,3085,Socialdemokratiet,2007-05-29 12:00:00
538475,1,5165,279,Venstre,2007-05-29 12:00:00
538476,1,5165,1249,Det Konservative Folkeparti,2007-05-29 12:00:00
538477,1,5165,3992,Socialdemokratiet,2007-05-29 12:00:00
538478,1,5165,33,Socialistisk Folkeparti,2007-05-29 12:00:00
538479,1,5165,193,Venstre,2007-05-29 12:00:00
538480,1,5165,4433,Det Konservative Folkeparti,2007-05-29 12:00:00
538481,1,5165,56,Dansk Folkeparti,2007-05-29 12:00:00
538482,1,5165,163,Venstre,2007-05-29 12:00:00
538483,1,5165,1124,Venstre,2007-05-29 12:00:00
538484,1,5165,80,Venstre,2007-05-29 12:00:00
538485,1,5165,671,Radikale Venstre,2007-05-29 12:00:00
538486,1,5165,3090,Dansk Folkeparti,2007-05-29 12:00:00
538487,1,5165,132,Venstre,2007-05-29 12:00:00
538488,1,5165,3086,Radikale Venstre,2007-05-29 12:00:00
538489,1,5165,264,Socialdemokratiet,2007-05-29 12:00:00
538490,1,5165,145,Moderaterne,2007-05-29 12:00:00
538491,1,5165,84,Socialdemokratiet,2007-05-29 12:00:00
538492,1,5165,725,Venstre,2007-05-29 12:00:00
538493,1,5165,125,Venstre,2007-05-29 12:00:00
538494,1,5165,675,Venstre,2007-05-29 12:00:00
538495,1,5165,1757,Venstre,2007-05-29 12:00:00
538496,1,5165,1280,Socialdemokratiet,2007-05-29 12:00:00
538497,1,5165,1299,Det Konservative Folkeparti,2007-05-29 12:00:00
538498,1,5165,82,Danmarksdemokraterne,2007-05-29 12:00:00
538499,1,5165,1769,Dansk Folkeparti,2007-05-29 12:00:00
538500,1,5165,182,Danmarksdemokraterne,2007-05-29 12:00:00
538501,1,5165,3042,,2007-05-29 12:00:00
538502,1,5165,1478,Socialdemokratiet,2007-05-29 12:00:00
538503,1,5165,1767,Socialdemokratiet,2007-05-29 12:00:00
538504,1,5165,379,Socialistisk Folkeparti,2007-05-29 12:00:00
538505,1,5165,1822,Socialdemokratiet,2007-05-29 12:00:00
538506,1,5165,212,Venstre,2007-05-29 12:00:00
538507,1,5165,1916,Det Konservative Folkeparti,2007-05-29 12:00:00
538508,1,5165,1774,Venstre,2007-05-29 12:00:00
538509,1,5165,1747,Socialdemokratiet,2007-05-29 12:00:00
538510,1,5166,1891,Socialdemokratiet,2007-05-29 12:00:00
538511,1,5166,164,Venstre,2007-05-29 12:00:00
538512,1,5166,1325,Socialdemokratiet,2007-05-29 12:00:00
538513,1,5166,94,Venstre,2007-05-29 12:00:00
538514,1,5166,259,Venstre,2007-05-29 12:00:00
538515,1,5166,124,Dansk Folkeparti,2007-05-29 12:00:00
538516,1,5166,1618,Dansk Folkeparti,2007-05-29 12:00:00
538517,1,5166,211,Dansk Folkeparti,2007-05-29 12:00:00
538518,1,5166,3089,Venstre,2007-05-29 12:00:00
538519,1,5166,131,Det Konservative Folkeparti,2007-05-29 12:00:00
538520,1,5166,1172,Dansk Folkeparti,2007-05-29 12:00:00
538521,1,5166,1385,Socialistisk Folkeparti,2007-05-29 12:00:00
538522,1,5166,138,Socialdemokratiet,2007-05-29 12:00:00
538523,1,5166,95,Socialistisk Folkeparti,2007-05-29 12:00:00
538524,1,5166,197,Socialdemokratiet,2007-05-29 12:00:00
538525,1,5166,3092,Socialdemokratiet,2007-05-29 12:00:00
538526,1,5166,663,Uden for folketingsgrupperne,2007-05-29 12:00:00
538527,1,5166,265,Venstre,2007-05-29 12:00:00
538528,1,5166,198,Socialistisk Folkeparti,2007-05-29 12:00:00
538529,1,5166,183,Danmarksdemokraterne,2007-05-29 12:00:00
538530,1,5166,1039,Socialdemokratiet,2007-05-29 12:00:00
538531,1,5166,249,Socialdemokratiet,2007-05-29 12:00:00
538532,1,5166,1755,Dansk Folkeparti,2007-05-29 12:00:00
538533,1,5166,49,Venstre,2007-05-29 12:00:00
538534,1,5166,1495,Det Konservative Folkeparti,2007-05-29 12:00:00
538535,1,5166,71,Det Konservative Folkeparti,2007-05-29 12:00:00
538536,1,5166,350,Venstre,2007-05-29 12:00:00
538537,1,5166,149,Det Konservative Folkeparti,2007-05-29 12:00:00
538538,1,5166,215,Enhedslisten,2007-05-29 12:00:00
538539,1,5166,17,Socialdemokratiet,2007-05-29 12:00:00
538540,1,5166,351,Socialdemokratiet,2007-05-29 12:00:00
538541,1,5166,126,Venstre,2007-05-29 12:00:00
538542,1,5166,8319,,2007-05-29 12:00:00
538543,1,5166,801,Socialdemokratiet,2007-05-29 12:00:00
538544,1,5166,7633,,2007-05-29 12:00:00
538545,1,5166,1444,Socialistisk Folkeparti,2007-05-29 12:00:00
538546,1,5166,70,Dansk Folkeparti,2007-05-29 12:00:00
538547,1,5166,244,Socialdemokratiet,2007-05-29 12:00:00
538548,1,5166,2103,Venstre,2007-05-29 12:00:00
538549,1,5166,1883,Socialistisk Folkeparti,2007-05-29 12:00:00
538550,1,5166,364,Venstre,2007-05-29 12:00:00
538551,1,5166,1461,Venstre,2007-05-29 12:00:00
538552,1,5166,678,Socialdemokratiet,2007-05-29 12:00:00
538553,1,5166,129,Venstre,2007-05-29 12:00:00
538554,1,5166,173,Venstre,2007-05-29 12:00:00
538555,1,5166,178,Venstre,2007-05-29 12:00:00
538556,1,5166,1378,Kristendemokraterne,2007-05-29 12:00:00
538557,1,5166,3081,Venstre,2007-05-29 12:00:00
538558,2,5166,1882,Det Konservative Folkeparti,2007-05-29 12:00:00
538559,1,5166,1777,Dansk Folkeparti,2007-05-29 12:00:00
538560,1,5166,235,Socialdemokratiet,2007-05-29 12:00:00
538561,1,5166,676,Dansk Folkeparti,2007-05-29 12:00:00
538562,1,5166,1431,Dansk Folkeparti,2007-05-29 12:00:00
538563,1,5166,679,Socialdemokratiet,2007-05-29 12:00:00
538564,1,5166,677,Dansk Folkeparti,2007-05-29 12:00:00
538565,1,5166,64,Venstre,2007-05-29 12:00:00
538566,1,5166,657,Venstre,2007-05-29 12:00:00
538567,1,5166,1814,Venstre,2007-05-29 12:00:00
538568,1,5166,217,Venstre,2007-05-29 12:00:00
538569,1,5166,194,Venstre,2007-05-29 12:00:00
538570,1,5166,651,Socialdemokratiet,2007-05-29 12:00:00
538571,1,5166,646,Venstre,2007-05-29 12:00:00
538572,1,5166,951,Socialdemokratiet,2007-05-29 12:00:00
538573,1,5166,645,Venstre,2007-05-29 12:00:00
538574,1,5166,1880,Socialdemokratiet,2007-05-29 12:00:00
538575,1,5166,83,Det Konservative Folkeparti,2007-05-29 12:00:00
538576,1,5166,3085,Socialdemokratiet,2007-05-29 12:00:00
538577,1,5166,279,Venstre,2007-05-29 12:00:00
538578,1,5166,1249,Det Konservative Folkeparti,2007-05-29 12:00:00
538579,1,5166,3992,Socialdemokratiet,2007-05-29 12:00:00
538580,1,5166,193,Venstre,2007-05-29 12:00:00
538581,1,5166,4433,Det Konservative Folkeparti,2007-05-29 12:00:00
538582,1,5166,56,Dansk Folkeparti,2007-05-29 12:00:00
538583,1,5166,163,Venstre,2007-05-29 12:00:00
538584,1,5166,1124,Venstre,2007-05-29 12:00:00
538585,1,5166,80,Venstre,2007-05-29 12:00:00
538586,1,5166,3090,Dansk Folkeparti,2007-05-29 12:00:00
538587,1,5166,132,Venstre,2007-05-29 12:00:00
538588,1,5166,264,Socialdemokratiet,2007-05-29 12:00:00
538589,1,5166,145,Moderaterne,2007-05-29 12:00:00
538590,1,5166,84,Socialdemokratiet,2007-05-29 12:00:00
538591,1,5166,725,Venstre,2007-05-29 12:00:00
538592,1,5166,125,Venstre,2007-05-29 12:00:00
538593,1,5166,675,Venstre,2007-05-29 12:00:00
538594,2,5166,1757,Venstre,2007-05-29 12:00:00
538595,1,5166,1280,Socialdemokratiet,2007-05-29 12:00:00
538596,1,5166,1299,Det Konservative Folkeparti,2007-05-29 12:00:00
538597,1,5166,82,Danmarksdemokraterne,2007-05-29 12:00:00
538598,1,5166,1769,Dansk Folkeparti,2007-05-29 12:00:00
538599,1,5166,182,Danmarksdemokraterne,2007-05-29 12:00:00
538600,1,5166,3042,,2007-05-29 12:00:00
538601,1,5166,1478,Socialdemokratiet,2007-05-29 12:00:00
538602,1,5166,1767,Socialdemokratiet,2007-05-29 12:00:00
538603,1,5166,1822,Socialdemokratiet,2007-05-29 12:00:00
538604,1,5166,212,Venstre,2007-05-29 12:00:00
538605,1,5166,1749,Venstre,2007-05-29 12:00:00
538606,1,5166,1916,Det Konservative Folkeparti,2007-05-29 12:00:00
538607,1,5166,1774,Venstre,2007-05-29 12:00:00
538608,1,5167,1891,Socialdemokratiet,2007-05-29 12:00:00
538609,1,5167,117,Uden for folketingsgrupperne,2007-05-29 12:00:00
538610,1,5167,164,Venstre,2007-05-29 12:00:00
538611,1,5167,8319,,2007-05-29 12:00:00
538612,1,5167,126,Venstre,2007-05-29 12:00:00
538613,1,5167,351,Socialdemokratiet,2007-05-29 12:00:00
538614,1,5167,17,Socialdemokratiet,2007-05-29 12:00:00
538615,1,5167,215,Enhedslisten,2007-05-29 12:00:00
538616,1,5167,3089,Venstre,2007-05-29 12:00:00
538617,1,5167,131,Det Konservative Folkeparti,2007-05-29 12:00:00
538618,1,5167,3083,Radikale Venstre,2007-05-29 12:00:00
538619,1,5167,1385,Socialistisk Folkeparti,2007-05-29 12:00:00
538620,1,5167,138,Socialdemokratiet,2007-05-29 12:00:00
538621,1,5167,95,Socialistisk Folkeparti,2007-05-29 12:00:00
538622,1,5167,3087,Radikale Venstre,2007-05-29 12:00:00
538623,1,5167,197,Socialdemokratiet,2007-05-29 12:00:00
538624,1,5167,1311,Radikale Venstre,2007-05-29 12:00:00
538625,1,5167,3092,Socialdemokratiet,2007-05-29 12:00:00
538626,1,5167,265,Venstre,2007-05-29 12:00:00
538627,1,5167,801,Socialdemokratiet,2007-05-29 12:00:00
538628,1,5167,7633,,2007-05-29 12:00:00
538629,1,5167,1444,Socialistisk Folkeparti,2007-05-29 12:00:00
538630,1,5167,244,Socialdemokratiet,2007-05-29 12:00:00
538631,1,5167,2103,Venstre,2007-05-29 12:00:00
538632,1,5167,259,Venstre,2007-05-29 12:00:00
538633,1,5167,1440,Radikale Venstre,2007-05-29 12:00:00
538634,1,5167,94,Venstre,2007-05-29 12:00:00
538635,1,5167,1325,Socialdemokratiet,2007-05-29 12:00:00
538636,1,5167,198,Socialistisk Folkeparti,2007-05-29 12:00:00
538637,1,5167,1039,Socialdemokratiet,2007-05-29 12:00:00
538638,1,5167,249,Socialdemokratiet,2007-05-29 12:00:00
