Unnamed: 0,typeid_x,afstemningid,aktørid,party,dato
456905,1,4445,1440,Radikale Venstre,2007-10-11 10:00:00
456906,1,4445,3084,Venstre,2007-10-11 10:00:00
456907,1,4445,259,Venstre,2007-10-11 10:00:00
456908,2,4445,1618,Dansk Folkeparti,2007-10-11 10:00:00
456909,1,4445,3088,Radikale Venstre,2007-10-11 10:00:00
456910,2,4445,216,Dansk Folkeparti,2007-10-11 10:00:00
456911,2,4445,211,Dansk Folkeparti,2007-10-11 10:00:00
456912,1,4445,1805,Ny Alliance,2007-10-11 10:00:00
456913,2,4445,34,Danmarksdemokraterne,2007-10-11 10:00:00
456914,1,4445,95,Socialistisk Folkeparti,2007-10-11 10:00:00
456915,1,4445,1845,Venstre,2007-10-11 10:00:00
456916,1,4445,197,Socialdemokratiet,2007-10-11 10:00:00
456917,1,4445,1311,Radikale Venstre,2007-10-11 10:00:00
456918,1,4445,5593,,2007-10-11 10:00:00
456919,1,4445,1731,Det Konservative Folkeparti,2007-10-11 10:00:00
456920,1,4445,801,Socialdemokratiet,2007-10-11 10:00:00
456921,1,4445,1444,Socialistisk Folkeparti,2007-10-11 10:00:00
456922,1,4445,1887,Det Konservative Folkeparti,2007-10-11 10:00:00
456923,2,4445,70,Dansk Folkeparti,2007-10-11 10:00:00
456924,1,4445,244,Socialdemokratiet,2007-10-11 10:00:00
456925,1,4445,1883,Socialistisk Folkeparti,2007-10-11 10:00:00
456926,1,4445,364,Venstre,2007-10-11 10:00:00
456927,1,4445,47,Socialdemokratiet,2007-10-11 10:00:00
456928,1,4445,129,Venstre,2007-10-11 10:00:00
456929,1,4445,173,Venstre,2007-10-11 10:00:00
456930,1,4445,178,Venstre,2007-10-11 10:00:00
456931,1,4445,5905,,2007-10-11 10:00:00
456932,1,4445,668,Uden for folketingsgrupperne,2007-10-11 10:00:00
456933,1,4445,3081,Venstre,2007-10-11 10:00:00
456934,1,4445,1882,Det Konservative Folkeparti,2007-10-11 10:00:00
456935,1,4445,280,Socialdemokratiet,2007-10-11 10:00:00
456936,2,4445,1777,Dansk Folkeparti,2007-10-11 10:00:00
456937,1,4445,235,Socialdemokratiet,2007-10-11 10:00:00
456938,1,4445,1745,Venstre,2007-10-11 10:00:00
456939,2,4445,676,Dansk Folkeparti,2007-10-11 10:00:00
456940,2,4445,677,Dansk Folkeparti,2007-10-11 10:00:00
456941,1,4445,64,Venstre,2007-10-11 10:00:00
456942,1,4445,28,Socialdemokratiet,2007-10-11 10:00:00
456943,1,4445,657,Venstre,2007-10-11 10:00:00
456944,1,4445,257,Socialdemokratiet,2007-10-11 10:00:00
456945,1,4445,141,Radikale Venstre,2007-10-11 10:00:00
456946,1,4445,217,Venstre,2007-10-11 10:00:00
456947,1,4445,194,Venstre,2007-10-11 10:00:00
456948,1,4445,651,Socialdemokratiet,2007-10-11 10:00:00
456949,1,4445,646,Venstre,2007-10-11 10:00:00
456950,1,4445,645,Venstre,2007-10-11 10:00:00
456951,2,4445,238,Dansk Folkeparti,2007-10-11 10:00:00
456952,1,4445,3085,Socialdemokratiet,2007-10-11 10:00:00
456953,1,4445,665,Det Konservative Folkeparti,2007-10-11 10:00:00
456954,1,4445,153,Det Konservative Folkeparti,2007-10-11 10:00:00
456955,1,4445,1249,Det Konservative Folkeparti,2007-10-11 10:00:00
456956,1,4445,3992,Socialdemokratiet,2007-10-11 10:00:00
456957,1,4445,33,Socialistisk Folkeparti,2007-10-11 10:00:00
456958,1,4445,193,Venstre,2007-10-11 10:00:00
456959,1,4445,4433,Det Konservative Folkeparti,2007-10-11 10:00:00
456960,2,4445,56,Dansk Folkeparti,2007-10-11 10:00:00
456961,2,4445,662,Dansk Folkeparti,2007-10-11 10:00:00
456962,1,4445,163,Venstre,2007-10-11 10:00:00
456963,1,4445,133,Socialdemokratiet,2007-10-11 10:00:00
456964,1,4445,1124,Venstre,2007-10-11 10:00:00
456965,1,4445,80,Venstre,2007-10-11 10:00:00
456966,1,4445,1804,Socialdemokratiet,2007-10-11 10:00:00
456967,1,4445,680,Radikale Venstre,2007-10-11 10:00:00
456968,1,4445,132,Venstre,2007-10-11 10:00:00
456969,1,4445,206,Venstre,2007-10-11 10:00:00
456970,1,4445,264,Socialdemokratiet,2007-10-11 10:00:00
456971,1,4445,1744,Socialistisk Folkeparti,2007-10-11 10:00:00
456972,1,4445,234,Venstre,2007-10-11 10:00:00
456973,1,4445,84,Socialdemokratiet,2007-10-11 10:00:00
456974,1,4445,725,Venstre,2007-10-11 10:00:00
456975,1,4445,125,Venstre,2007-10-11 10:00:00
456976,1,4445,653,Socialdemokratiet,2007-10-11 10:00:00
456977,1,4445,675,Venstre,2007-10-11 10:00:00
456978,1,4445,1280,Socialdemokratiet,2007-10-11 10:00:00
456979,1,4445,1299,Det Konservative Folkeparti,2007-10-11 10:00:00
456980,2,4445,82,Danmarksdemokraterne,2007-10-11 10:00:00
456981,2,4445,48,Danmarksdemokraterne,2007-10-11 10:00:00
456982,1,4445,348,Socialistisk Folkeparti,2007-10-11 10:00:00
456983,1,4445,212,Venstre,2007-10-11 10:00:00
456984,1,4445,1749,Venstre,2007-10-11 10:00:00
456985,1,4445,1916,Det Konservative Folkeparti,2007-10-11 10:00:00
456986,1,4445,1774,Venstre,2007-10-11 10:00:00
456987,2,4445,5,Enhedslisten,2007-10-11 10:00:00
456988,2,4446,1891,Socialdemokratiet,2007-10-23 13:00:00
456989,1,4446,164,Venstre,2007-10-23 13:00:00
456990,1,4446,126,Venstre,2007-10-23 13:00:00
456991,2,4446,258,Socialdemokratiet,2007-10-23 13:00:00
456992,1,4446,647,Venstre,2007-10-23 13:00:00
456993,2,4446,17,Socialdemokratiet,2007-10-23 13:00:00
456994,2,4446,650,Socialdemokratiet,2007-10-23 13:00:00
456995,2,4446,1881,Radikale Venstre,2007-10-23 13:00:00
456996,2,4446,195,Socialistisk Folkeparti,2007-10-23 13:00:00
456997,1,4446,149,Det Konservative Folkeparti,2007-10-23 13:00:00
456998,1,4446,350,Venstre,2007-10-23 13:00:00
456999,1,4446,49,Venstre,2007-10-23 13:00:00
457000,2,4446,4428,Enhedslisten,2007-10-23 13:00:00
457001,1,4446,1755,Dansk Folkeparti,2007-10-23 13:00:00
457002,2,4446,1039,Socialdemokratiet,2007-10-23 13:00:00
457003,1,4446,183,Danmarksdemokraterne,2007-10-23 13:00:00
457004,2,4446,1325,Socialdemokratiet,2007-10-23 13:00:00
457005,1,4446,94,Venstre,2007-10-23 13:00:00
457006,2,4446,1440,Radikale Venstre,2007-10-23 13:00:00
457007,1,4446,3084,Venstre,2007-10-23 13:00:00
457008,1,4446,259,Venstre,2007-10-23 13:00:00
457009,1,4446,124,Dansk Folkeparti,2007-10-23 13:00:00
457010,1,4446,664,Uden for folketingsgrupperne,2007-10-23 13:00:00
457011,1,4446,1618,Dansk Folkeparti,2007-10-23 13:00:00
457012,2,4446,3088,Radikale Venstre,2007-10-23 13:00:00
457013,1,4446,77,Uden for folketingsgrupperne,2007-10-23 13:00:00
457014,1,4446,216,Dansk Folkeparti,2007-10-23 13:00:00
457015,1,4446,211,Dansk Folkeparti,2007-10-23 13:00:00
457016,1,4446,1805,Ny Alliance,2007-10-23 13:00:00
457017,1,4446,3089,Venstre,2007-10-23 13:00:00
457018,1,4446,34,Danmarksdemokraterne,2007-10-23 13:00:00
457019,1,4446,1172,Dansk Folkeparti,2007-10-23 13:00:00
457020,2,4446,3083,Radikale Venstre,2007-10-23 13:00:00
457021,1,4446,270,Venstre,2007-10-23 13:00:00
457022,1,4446,1845,Venstre,2007-10-23 13:00:00
457023,2,4446,3087,Radikale Venstre,2007-10-23 13:00:00
457024,2,4446,1311,Radikale Venstre,2007-10-23 13:00:00
457025,2,4446,3092,Socialdemokratiet,2007-10-23 13:00:00
457026,1,4446,1731,Det Konservative Folkeparti,2007-10-23 13:00:00
457027,2,4446,801,Socialdemokratiet,2007-10-23 13:00:00
457028,2,4446,7633,,2007-10-23 13:00:00
457029,2,4446,1444,Socialistisk Folkeparti,2007-10-23 13:00:00
457030,1,4446,70,Dansk Folkeparti,2007-10-23 13:00:00
457031,2,4446,1883,Socialistisk Folkeparti,2007-10-23 13:00:00
457032,2,4446,1234,Socialistisk Folkeparti,2007-10-23 13:00:00
457033,1,4446,660,Venstre,2007-10-23 13:00:00
457034,1,4446,1461,Venstre,2007-10-23 13:00:00
457035,2,4446,47,Socialdemokratiet,2007-10-23 13:00:00
457036,2,4446,678,Socialdemokratiet,2007-10-23 13:00:00
457037,1,4446,129,Venstre,2007-10-23 13:00:00
457038,1,4446,173,Venstre,2007-10-23 13:00:00
457039,1,4446,271,Venstre,2007-10-23 13:00:00
457040,1,4446,178,Venstre,2007-10-23 13:00:00
457041,2,4446,5905,,2007-10-23 13:00:00
457042,1,4446,1378,Kristendemokraterne,2007-10-23 13:00:00
457043,1,4446,1844,Venstre,2007-10-23 13:00:00
457044,1,4446,1882,Det Konservative Folkeparti,2007-10-23 13:00:00
457045,2,4446,280,Socialdemokratiet,2007-10-23 13:00:00
457046,1,4446,1777,Dansk Folkeparti,2007-10-23 13:00:00
457047,2,4446,679,Socialdemokratiet,2007-10-23 13:00:00
457048,1,4446,64,Venstre,2007-10-23 13:00:00
457049,1,4446,657,Venstre,2007-10-23 13:00:00
457050,2,4446,257,Socialdemokratiet,2007-10-23 13:00:00
457051,2,4446,141,Radikale Venstre,2007-10-23 13:00:00
457052,1,4446,217,Venstre,2007-10-23 13:00:00
457053,2,4446,651,Socialdemokratiet,2007-10-23 13:00:00
457054,2,4446,655,Enhedslisten,2007-10-23 13:00:00
457055,1,4446,646,Venstre,2007-10-23 13:00:00
457056,2,4446,951,Socialdemokratiet,2007-10-23 13:00:00
457057,1,4446,645,Venstre,2007-10-23 13:00:00
457058,2,4446,1880,Socialdemokratiet,2007-10-23 13:00:00
457059,1,4446,238,Dansk Folkeparti,2007-10-23 13:00:00
457060,1,4446,83,Det Konservative Folkeparti,2007-10-23 13:00:00
457061,1,4446,245,Liberal Alliance,2007-10-23 13:00:00
457062,2,4446,3085,Socialdemokratiet,2007-10-23 13:00:00
457063,1,4446,665,Det Konservative Folkeparti,2007-10-23 13:00:00
457064,2,4446,1023,Socialdemokratiet,2007-10-23 13:00:00
457065,1,4446,279,Venstre,2007-10-23 13:00:00
457066,1,4446,1249,Det Konservative Folkeparti,2007-10-23 13:00:00
457067,2,4446,33,Socialistisk Folkeparti,2007-10-23 13:00:00
457068,1,4446,649,Det Konservative Folkeparti,2007-10-23 13:00:00
457069,1,4446,193,Venstre,2007-10-23 13:00:00
457070,1,4446,4433,Det Konservative Folkeparti,2007-10-23 13:00:00
457071,1,4446,56,Dansk Folkeparti,2007-10-23 13:00:00
457072,1,4446,662,Dansk Folkeparti,2007-10-23 13:00:00
457073,1,4446,163,Venstre,2007-10-23 13:00:00
457074,2,4446,133,Socialdemokratiet,2007-10-23 13:00:00
457075,1,4446,1124,Venstre,2007-10-23 13:00:00
457076,1,4446,80,Venstre,2007-10-23 13:00:00
457077,2,4446,1804,Socialdemokratiet,2007-10-23 13:00:00
457078,2,4446,680,Radikale Venstre,2007-10-23 13:00:00
457079,1,4446,3090,Dansk Folkeparti,2007-10-23 13:00:00
457080,2,4446,3086,Radikale Venstre,2007-10-23 13:00:00
457081,1,4446,206,Venstre,2007-10-23 13:00:00
457082,2,4446,264,Socialdemokratiet,2007-10-23 13:00:00
457083,2,4446,1744,Socialistisk Folkeparti,2007-10-23 13:00:00
457084,2,4446,84,Socialdemokratiet,2007-10-23 13:00:00
457085,1,4446,725,Venstre,2007-10-23 13:00:00
457086,1,4446,675,Venstre,2007-10-23 13:00:00
457087,2,4446,1280,Socialdemokratiet,2007-10-23 13:00:00
457088,1,4446,1299,Det Konservative Folkeparti,2007-10-23 13:00:00
457089,1,4446,82,Danmarksdemokraterne,2007-10-23 13:00:00
457090,2,4446,226,Socialdemokratiet,2007-10-23 13:00:00
457091,2,4446,1319,Socialdemokratiet,2007-10-23 13:00:00
457092,1,4446,182,Danmarksdemokraterne,2007-10-23 13:00:00
457093,2,4446,3042,,2007-10-23 13:00:00
457094,2,4446,1767,Socialdemokratiet,2007-10-23 13:00:00
457095,2,4446,1822,Socialdemokratiet,2007-10-23 13:00:00
457096,1,4446,212,Venstre,2007-10-23 13:00:00
457097,1,4446,1749,Venstre,2007-10-23 13:00:00
457098,1,4446,1916,Det Konservative Folkeparti,2007-10-23 13:00:00
457099,1,4446,1774,Venstre,2007-10-23 13:00:00
457100,2,4446,1747,Socialdemokratiet,2007-10-23 13:00:00
457101,2,4446,5,Enhedslisten,2007-10-23 13:00:00
457102,1,4447,1891,Socialdemokratiet,2007-10-23 13:00:00
457103,1,4447,164,Venstre,2007-10-23 13:00:00
457104,1,4447,126,Venstre,2007-10-23 13:00:00
457105,1,4447,647,Venstre,2007-10-23 13:00:00
457106,1,4447,17,Socialdemokratiet,2007-10-23 13:00:00
457107,1,4447,650,Socialdemokratiet,2007-10-23 13:00:00
457108,1,4447,1778,Socialdemokratiet,2007-10-23 13:00:00
457109,2,4447,195,Socialistisk Folkeparti,2007-10-23 13:00:00
457110,1,4447,149,Det Konservative Folkeparti,2007-10-23 13:00:00
457111,1,4447,350,Venstre,2007-10-23 13:00:00
457112,1,4447,49,Venstre,2007-10-23 13:00:00
457113,2,4447,4428,Enhedslisten,2007-10-23 13:00:00
457114,1,4447,1755,Dansk Folkeparti,2007-10-23 13:00:00
457115,1,4447,1039,Socialdemokratiet,2007-10-23 13:00:00
457116,1,4447,183,Danmarksdemokraterne,2007-10-23 13:00:00
457117,1,4447,1325,Socialdemokratiet,2007-10-23 13:00:00
457118,1,4447,94,Venstre,2007-10-23 13:00:00
457119,1,4447,3084,Venstre,2007-10-23 13:00:00
457120,1,4447,259,Venstre,2007-10-23 13:00:00
457121,1,4447,124,Dansk Folkeparti,2007-10-23 13:00:00
457122,1,4447,664,Uden for folketingsgrupperne,2007-10-23 13:00:00
457123,1,4447,1618,Dansk Folkeparti,2007-10-23 13:00:00
457124,1,4447,3088,Radikale Venstre,2007-10-23 13:00:00
457125,1,4447,77,Uden for folketingsgrupperne,2007-10-23 13:00:00
457126,1,4447,216,Dansk Folkeparti,2007-10-23 13:00:00
457127,1,4447,211,Dansk Folkeparti,2007-10-23 13:00:00
457128,1,4447,1805,Ny Alliance,2007-10-23 13:00:00
457129,1,4447,3089,Venstre,2007-10-23 13:00:00
457130,1,4447,34,Danmarksdemokraterne,2007-10-23 13:00:00
457131,1,4447,1172,Dansk Folkeparti,2007-10-23 13:00:00
457132,1,4447,270,Venstre,2007-10-23 13:00:00
457133,1,4447,1845,Venstre,2007-10-23 13:00:00
457134,1,4447,3087,Radikale Venstre,2007-10-23 13:00:00
457135,1,4447,1311,Radikale Venstre,2007-10-23 13:00:00
457136,1,4447,3092,Socialdemokratiet,2007-10-23 13:00:00
457137,1,4447,1731,Det Konservative Folkeparti,2007-10-23 13:00:00
457138,1,4447,801,Socialdemokratiet,2007-10-23 13:00:00
457139,1,4447,7633,,2007-10-23 13:00:00
457140,2,4447,1444,Socialistisk Folkeparti,2007-10-23 13:00:00
457141,1,4447,70,Dansk Folkeparti,2007-10-23 13:00:00
457142,1,4447,660,Venstre,2007-10-23 13:00:00
457143,1,4447,1461,Venstre,2007-10-23 13:00:00
457144,1,4447,47,Socialdemokratiet,2007-10-23 13:00:00
457145,1,4447,678,Socialdemokratiet,2007-10-23 13:00:00
457146,1,4447,129,Venstre,2007-10-23 13:00:00
457147,1,4447,669,Socialdemokratiet,2007-10-23 13:00:00
457148,1,4447,173,Venstre,2007-10-23 13:00:00
457149,1,4447,271,Venstre,2007-10-23 13:00:00
457150,1,4447,178,Venstre,2007-10-23 13:00:00
457151,1,4447,5905,,2007-10-23 13:00:00
457152,1,4447,1378,Kristendemokraterne,2007-10-23 13:00:00
457153,1,4447,1882,Det Konservative Folkeparti,2007-10-23 13:00:00
457154,1,4447,280,Socialdemokratiet,2007-10-23 13:00:00
457155,1,4447,1777,Dansk Folkeparti,2007-10-23 13:00:00
457156,1,4447,235,Socialdemokratiet,2007-10-23 13:00:00
457157,1,4447,679,Socialdemokratiet,2007-10-23 13:00:00
457158,1,4447,64,Venstre,2007-10-23 13:00:00
457159,1,4447,657,Venstre,2007-10-23 13:00:00
457160,1,4447,257,Socialdemokratiet,2007-10-23 13:00:00
457161,1,4447,141,Radikale Venstre,2007-10-23 13:00:00
457162,1,4447,217,Venstre,2007-10-23 13:00:00
457163,1,4447,651,Socialdemokratiet,2007-10-23 13:00:00
457164,2,4447,655,Enhedslisten,2007-10-23 13:00:00
457165,1,4447,646,Venstre,2007-10-23 13:00:00
457166,1,4447,951,Socialdemokratiet,2007-10-23 13:00:00
457167,1,4447,645,Venstre,2007-10-23 13:00:00
457168,1,4447,1880,Socialdemokratiet,2007-10-23 13:00:00
457169,1,4447,238,Dansk Folkeparti,2007-10-23 13:00:00
457170,1,4447,245,Liberal Alliance,2007-10-23 13:00:00
457171,1,4447,3085,Socialdemokratiet,2007-10-23 13:00:00
457172,1,4447,665,Det Konservative Folkeparti,2007-10-23 13:00:00
457173,1,4447,1023,Socialdemokratiet,2007-10-23 13:00:00
457174,1,4447,279,Venstre,2007-10-23 13:00:00
457175,1,4447,1249,Det Konservative Folkeparti,2007-10-23 13:00:00
457176,2,4447,33,Socialistisk Folkeparti,2007-10-23 13:00:00
457177,1,4447,649,Det Konservative Folkeparti,2007-10-23 13:00:00
457178,1,4447,193,Venstre,2007-10-23 13:00:00
457179,1,4447,4433,Det Konservative Folkeparti,2007-10-23 13:00:00
457180,1,4447,56,Dansk Folkeparti,2007-10-23 13:00:00
457181,1,4447,662,Dansk Folkeparti,2007-10-23 13:00:00
457182,1,4447,163,Venstre,2007-10-23 13:00:00
457183,1,4447,133,Socialdemokratiet,2007-10-23 13:00:00
457184,1,4447,1124,Venstre,2007-10-23 13:00:00
457185,1,4447,80,Venstre,2007-10-23 13:00:00
457186,1,4447,1804,Socialdemokratiet,2007-10-23 13:00:00
457187,1,4447,680,Radikale Venstre,2007-10-23 13:00:00
457188,1,4447,3090,Dansk Folkeparti,2007-10-23 13:00:00
457189,1,4447,3086,Radikale Venstre,2007-10-23 13:00:00
457190,1,4447,206,Venstre,2007-10-23 13:00:00
457191,1,4447,264,Socialdemokratiet,2007-10-23 13:00:00
457192,2,4447,1744,Socialistisk Folkeparti,2007-10-23 13:00:00
457193,1,4447,84,Socialdemokratiet,2007-10-23 13:00:00
457194,1,4447,725,Venstre,2007-10-23 13:00:00
457195,1,4447,675,Venstre,2007-10-23 13:00:00
457196,1,4447,1280,Socialdemokratiet,2007-10-23 13:00:00
457197,1,4447,1299,Det Konservative Folkeparti,2007-10-23 13:00:00
457198,1,4447,82,Danmarksdemokraterne,2007-10-23 13:00:00
457199,2,4447,226,Socialdemokratiet,2007-10-23 13:00:00
457200,1,4447,1319,Socialdemokratiet,2007-10-23 13:00:00
457201,1,4447,182,Danmarksdemokraterne,2007-10-23 13:00:00
457202,1,4447,3042,,2007-10-23 13:00:00
457203,1,4447,1767,Socialdemokratiet,2007-10-23 13:00:00
457204,1,4447,212,Venstre,2007-10-23 13:00:00
457205,1,4447,1916,Det Konservative Folkeparti,2007-10-23 13:00:00
457206,1,4447,1774,Venstre,2007-10-23 13:00:00
457207,1,4447,1747,Socialdemokratiet,2007-10-23 13:00:00
457208,2,4447,5,Enhedslisten,2007-10-23 13:00:00
504476,1,4846,183,Danmarksdemokraterne,2006-12-14 09:00:00
504477,2,4846,198,Socialistisk Folkeparti,2006-12-14 09:00:00
504478,2,4846,1325,Socialdemokratiet,2006-12-14 09:00:00
504479,2,4846,1440,Radikale Venstre,2006-12-14 09:00:00
504480,1,4846,3084,Venstre,2006-12-14 09:00:00
504481,1,4846,664,Uden for folketingsgrupperne,2006-12-14 09:00:00
504482,1,4846,1618,Dansk Folkeparti,2006-12-14 09:00:00
504483,2,4846,171,Enhedslisten,2006-12-14 09:00:00
504484,1,4846,216,Dansk Folkeparti,2006-12-14 09:00:00
504485,1,4846,211,Dansk Folkeparti,2006-12-14 09:00:00
504486,2,4846,133,Socialdemokratiet,2006-12-14 09:00:00
504487,1,4846,108,Det Konservative Folkeparti,2006-12-14 09:00:00
504488,1,4846,3089,Venstre,2006-12-14 09:00:00
504489,1,4846,131,Det Konservative Folkeparti,2006-12-14 09:00:00
504490,1,4846,34,Danmarksdemokraterne,2006-12-14 09:00:00
504491,2,4846,3083,Radikale Venstre,2006-12-14 09:00:00
504492,1,4846,270,Venstre,2006-12-14 09:00:00
504493,1,4846,1047,Uden for folketingsgrupperne,2006-12-14 09:00:00
504494,2,4846,3087,Radikale Venstre,2006-12-14 09:00:00
504495,2,4846,1256,Socialdemokratiet,2006-12-14 09:00:00
504496,2,4846,197,Socialdemokratiet,2006-12-14 09:00:00
504497,2,4846,249,Socialdemokratiet,2006-12-14 09:00:00
504498,1,4846,1755,Dansk Folkeparti,2006-12-14 09:00:00
504499,1,4846,49,Venstre,2006-12-14 09:00:00
504500,2,4846,1044,Socialistisk Folkeparti,2006-12-14 09:00:00
504501,1,4846,71,Det Konservative Folkeparti,2006-12-14 09:00:00
504502,1,4846,350,Venstre,2006-12-14 09:00:00
504503,2,4846,1778,Socialdemokratiet,2006-12-14 09:00:00
504504,2,4846,1881,Radikale Venstre,2006-12-14 09:00:00
504505,2,4846,650,Socialdemokratiet,2006-12-14 09:00:00
504506,2,4846,17,Socialdemokratiet,2006-12-14 09:00:00
504507,1,4846,647,Venstre,2006-12-14 09:00:00
504508,1,4846,126,Venstre,2006-12-14 09:00:00
504509,2,4846,8319,,2006-12-14 09:00:00
504510,2,4846,117,Uden for folketingsgrupperne,2006-12-14 09:00:00
504511,2,4846,1891,Socialdemokratiet,2006-12-14 09:00:00
504512,2,4846,3092,Socialdemokratiet,2006-12-14 09:00:00
504513,1,4846,663,Uden for folketingsgrupperne,2006-12-14 09:00:00
504514,2,4846,801,Socialdemokratiet,2006-12-14 09:00:00
504515,2,4846,7633,,2006-12-14 09:00:00
504516,1,4846,1887,Det Konservative Folkeparti,2006-12-14 09:00:00
504517,1,4846,70,Dansk Folkeparti,2006-12-14 09:00:00
504518,2,4846,244,Socialdemokratiet,2006-12-14 09:00:00
504519,2,4846,1883,Socialistisk Folkeparti,2006-12-14 09:00:00
504520,1,4846,364,Venstre,2006-12-14 09:00:00
504521,1,4846,660,Venstre,2006-12-14 09:00:00
504522,1,4846,1461,Venstre,2006-12-14 09:00:00
504523,2,4846,47,Socialdemokratiet,2006-12-14 09:00:00
504524,1,4846,173,Venstre,2006-12-14 09:00:00
