id,year,majortopic,subtopic,description,filter_eu,Session,Number,Scope,Day,Month,DK_New_Code,DK_old_code,calendar_year,Date,Type,Opening
3773,1953,10,1002,Forslag til beslutning om importen af personmotork�ret�jer.,0,53,530009,28,21,10,1002,1006,1953,10/21/1953,2,0
1278,1953,18,1802,Om den fulde liberalisering,0,53,534,43,18,12,1802,1802,1953,12/18/1953,3,0
3765,1953,20,2011,forretningsorden for folketinget,0,53,530001,50,10,12,2011,2011,1953,12/10/1953,2,0
12913,1953,20,2012,Forslag til lov om ændring af lov nr. 1171 af 31. marts 1953 om valg til folketinget.,0,53,36,42,15,12,2012,2012,1953,12/15/1953,1,0
12920,1953,17,1707,Forslag til lov om ændring i lov om radiospredning.,0,53,43,57,3,12,1707,1707,1953,12/3/1953,1,0
12730,1953,10,1002,Lov om forlængelse af og ændringer i lov om bortsalg af visse brugte personmotorkøretøjer.,0,53,109,13,30,10,1002,1006,1953,10/30/1953,1,0
12558,1953,1,105,Lov om statsgaranti ved betalingsaftaler med udlandet og om udstedelse af statsforskrivninger i forbindelse med sådanne aftaler.,0,53,10,4,17,12,105,105,1953,12/17/1953,1,0
12838,1953,21,2105,Midlertidig lov for færøerne om pantsætning af fangst.,0,53,129,8,26,11,2105,2105,1953,11/26/1953,1,0
12878,1953,21,2105,Forslag til lov om gennemførelsen af dansk privatret i Grønland.,0,53,1,8,29,10,2105,2105,1953,10/29/1953,1,0
12828,1953,12,1299,"Lov om tillæg til lov nr. 283 af 11. november 1931 ang. Inddrivelse af underholdsbidrag, fastsatte i danmark, finland, island, norge og sverige.",0,53,125,4,6,11,1299,1299,1953,11/6/1953,1,0
12572,1953,1,107,Lov om omsætningsafgift af forskellige varer.,0,53,24,15,11,12,107,107,1953,12/11/1953,1,0
12562,1953,14,1401,Lov om begrænsning af adgangen til fradrag i den skattepligtige indkomst af udgifter til vedlgeholdelse af visse ejendomme.,0,53,14,15,1,10,1411,1411,1953,10/1/1953,1,0
12915,1953,1,107,Forslag til lov om bortfald af omsætningsafgiften af motorkretøjer.,0,53,38,11,20,11,107,107,1953,11/20/1953,1,0
12646,1953,16,1608,Lov om forlængelse af den midlertidige værnepligtslovgivning.,0,53,74,3,17,12,1608,1608,1953,12/17/1953,1,0
12605,1953,20,2001,Lov om ændring af lov nr. 84. af 31. marts 1937 om økonomisk udligning mv ml københavns kommune og frederiksberg og gentofte kommuner.,0,53,56,7,6,11,2001,2001,1953,11/6/1953,1,0
12905,1953,15,1522,Forslag til lov om arbejdstageres opfindelser.,0,53,28,2,4,11,1522,1522,1953,11/4/1953,1,0
12728,1953,15,1501,lov om forlængelse af lov om tillæg til bankloven.,0,53,107,11,20,11,1501,1501,1953,11/20/1953,1,0
12549,1953,20,2099,Lov om årpenge til medlemmer af det kongelige hus.,0,53,2,9,6,11,2099,2099,1953,11/6/1953,1,0
12652,1953,14,1406,Lov om ændringer i byggestøttelovgivningen.,0,53,77,40,1,10,1406,1406,1953,10/1/1953,1,0
3771,1953,1,105,Folketingsbeslutning ang�ende statsregnskabet for finans�ret 1951-52,0,53,530007,2,6,10,105,105,1953,10/6/1953,2,0
12613,1953,9,900,Lov om indfødsret meddelelser mv.,0,53,60,3,15,12,900,230,1953,12/15/1953,1,0
1275,1953,18,1802,Om fuld liberalisering,0,53,531,48,5,11,1802,1802,1953,11/5/1953,3,0
12659,1953,13,1300,Lov om særlig ydelse til alders- og invaliderentemodtagere m.fl samt om ændring af folkeforsikringsloven.,0,53,80,38,3,12,1300,1300,1953,12/3/1953,1,0
1277,1953,17,1707,Om fjernsynets fremtid,0,53,533,41,9,12,1707,1707,1953,12/9/1953,3,0
12570,1953,1,107,Lov om forskellige forbrugsafgifter.,0,53,22,15,11,12,107,107,1953,12/11/1953,1,0
12568,1953,1,107,Lov om forlængelse af midlertidige ændringer i forbrugsafgiftslove.,0,53,20,15,11,12,107,107,1953,12/11/1953,1,0
12575,1953,1,107,Lov om forhøjelse af afgifter på omsætningen af stærke drikke.,0,53,27,22,1,10,107,107,1953,10/1/1953,1,0
12729,1953,15,1522,Lov om ændring af lov om patenter.,0,53,108,9,20,11,1522,1522,1953,11/20/1953,1,0
12792,1953,10,1007,Lov om forlængelse af lov om forsikring af varer og fragt med krigsfare til søs.,0,53,111,4,11,11,1007,1007,1953,11/11/1953,1,0
12916,1953,13,1308,Forslag til lov om børnetilskud.,0,53,39,10,25,11,1308,1308,1953,11/25/1953,1,0
1276,1953,6,601,Om de studerendes vilkår,0,53,532,13,19,11,601,601,1953,11/19/1953,3,0
12678,1953,5,501,Lov om ændring af fabriksloven.,0,53,88,9,15,12,501,501,1953,12/15/1953,1,0
12694,1953,10,1005,Lov om ændringer i statsbaneloven.,0,53,94,16,1,10,1005,1005,1953,10/1/1953,1,0
12827,1953,12,1299,"Lov om tillæg til lov nr. 279 af 11. november 1931 vedr internationalprivatretlige bestemmelser ml danmark, finland, island, norge og sverige om ægteskab, adoption og værgemål.",0,53,124,4,6,11,1299,1299,1953,11/6/1953,1,0
12576,1953,1,107,Lov om nedsættelse af beskatningen af frugtvin,0,53,28,11,1,10,107,107,1953,10/1/1953,1,0
12598,1953,4,408,Lov om ind- og udførsel af fisk.,0,53,50,6,18,11,408,408,1953,11/18/1953,1,0
12578,1953,1,107,Lov om ændring af lov om tobaksafgifter.,0,53,30,22,1,10,107,107,1953,10/1/1953,1,0
12716,1953,15,1520,Lov om forlængelse af lov om prisaftaler mv.,0,53,102,30,13,11,1520,1520,1953,11/13/1953,1,0
12919,1953,5,504,"Forslag til lov om beskæftigelse af ufaglærte arbejdere, der i henhold til overenskomst, aftale eller igennem bindende kutyme er forbeholdt faglærte arbejdere.",0,53,42,56,10,12,504,504,1953,12/10/1953,1,0
12601,1953,4,408,"Lov om ophævelse af lov nr. 79 af 19. marts 1930, jfr. Nr. 91 af 31. marts 1936 og lov nr. 524 af 22. december 1947, om oprettelse af et fiskeriråd.",0,53,53,4,18,11,408,408,1953,11/18/1953,1,0
12611,1953,20,2012,Lov om ændring i lov om kommunale valg og lov om valg til folketinget.,0,53,59,68,15,12,2012,2012,1953,12/15/1953,1,0
12918,1953,6,604,Forslag til lov om ændring af lov om lærlingeforholdet.,0,53,41,13,11,12,604,604,1953,12/11/1953,1,0
12732,1953,10,1007,Lov om forlængelse af lov om danske skibes forsikring mod krigsfare.,0,53,110,4,11,11,1007,1007,1953,11/11/1953,1,0
12914,1953,13,1303,"Forslag til lov om ændringer i folkeforsikringsloven om forhøjelse af grundbeløbene, forhøjelse af renten med tillæg i kommunegruppersen 2 og 3 til samme størrelse som i kommunegruppe 1 samt om forhøjelse af brændselstillæg, invalidetstillæg og lommepenge til rentemodtagere på alderdomshjem.",0,53,37,47,1,12,1303,1303,1953,12/1/1953,1,0
3766,1953,1,105,beslutning af folketinget om neds�ttelse af et udvalg vedr till�gsbevillingsforslagets behandling og finansudvalgets arbejdsform.,0,53,530002,2,11,12,105,105,1953,12/11/1953,2,0
12548,1953,20,2011,Lov om ændringer i lovgivningen om folketingets valg af medlemmer til visse kommissioner og nævn mv,0,53,1,3,20,10,2011,2011,1953,10/20/1953,1,0
12921,1953,1,107,Forslag til lov om skat til staten af indkomst og formue mv.,0,53,44,37,9,12,107,107,1953,12/9/1953,1,0
12577,1953,1,107,Lov om ændring af beskatningen af øl.,0,53,29,22,1,10,107,107,1953,10/1/1953,1,0
12585,1953,20,2004,lov om midlertidiig løntillæg mv til statens tjenestemænd m.fl.,0,53,37,42,31,5,2004,2004,1954,5/31/1954,1,0
12908,1953,15,1507,Forslag til lov om ændringer i konkursloven.,0,53,31,17,28,1,1507,1507,1954,1/28/1954,1,0
12590,1953,14,1404,lov om tillæg til lov om opførelse af arbejderboliger på landet.,0,53,42,6,25,3,1404,1404,1954,3/25/1954,1,0
12670,1953,16,1608,Lov om ændringer i forsorgsloven (hjælp til værnepligtige),0,53,85,25,1,6,1608,1608,1954,6/1/1954,1,0
12888,1953,15,1526,Forslag til lov om ændring i lov om afgift af gevinster i klasselotteri.,0,53,11,8,20,5,1526,1526,1954,5/20/1954,1,0
12909,1953,15,1505,forslag til lov om anvendelse af overskuddet i visse krigsforsirkingsforbund vedr løsøre mv.,0,53,32,12,21,4,1505,1505,1954,4/21/1954,1,0
12817,1953,15,1525,Lov om køb på afbetaling,0,53,120,51,3,6,1525,1525,1954,6/3/1954,1,0
12631,1953,3,300,lov om ændring af lov nr. 182 af 23. juni 1932 om sundhedsvæsnets centralstyring.,0,53,67,48,1,6,300,300,1954,6/1/1954,1,0
12554,1953,21,2105,"Lov om tillæg til lov om nr. 431 af 17. december 1952 om ""nordisk mineselskab a/s"".",0,53,6,15,7,5,2105,2105,1954,5/7/1954,1,0
12809,1953,2,209,Lov om ændring i lov nr. 260 af 1. juni 1945 om tillæg til lov om rettens pleje vedr behandling af sager ang forræderi og anden landskadelig virksomhed mv.,0,53,117,3,25,5,209,209,1954,5/25/1954,1,0
12820,1953,15,1525,Lov om ændring i lov nr. 224 af 11. juni 11954 om køb på afbetaling.,0,53,121,38,25,9,1525,1525,1954,9/25/1954,1,0
12607,1953,20,2001,Lov om ændringer i loven om den fælleskommunale udligningsfond (vedr. tilskud til skoleudgifter mv.),0,53,57,3,11,3,2001,2001,1954,3/11/1954,1,0
12719,1953,15,1520,Lov om forlængelse af lov om prisaftaler mv.,0,53,103,3,18,3,1520,1520,1954,3/18/1954,1,0
12892,1953,16,1699,Forslag til lov om anvendelsen af overskuddet i vise krigsforsikringsforbund af bygninger.,0,53,15,12,21,4,1699,1699,1954,4/21/1954,1,0
12592,1953,4,402,lov om ændring af lov om indkøbsforeninger for mindre jordbrugere.,0,53,44,38,22,4,402,402,1954,4/22/1954,1,0
12859,1953,16,1606,Lov om yderligere forlængelse af lov om en dansk besættelsesstyrke i udlandet.,0,53,139,32,11,5,1606,1606,1954,5/11/1954,1,0
12896,1953,20,2001,Forslag til lov om ændring af statstilskud til forskellige udgifter vedr sundhedsvæsenet.,0,53,19,8,20,5,2001,2001,1954,5/20/1954,1,0
12887,1953,15,1526,Forslag til lov om ændring i lov om totalisatorspil.,0,53,10,8,20,5,1526,1526,1954,5/20/1954,1,0
12672,1953,13,1302,Lov om ændring i lov om offentlig forsorg (vedr den off skolebespisning),0,53,86,33,25,5,1302,1301,1954,5/25/1954,1,0
12569,1953,1,107,Lov om forlængelse af midlertidige ændringer i forbrugsafgiftslove.,0,53,21,22,30,3,107,107,1954,3/30/1954,1,0
12850,1953,6,601,lov om uddannelse af lærere til folkeskolen.,0,53,134,71,21,5,601,601,1954,5/21/1954,1,0
492,1953,4,401,Regulering af flæskeeksporten,0,53,533,31,30,3,401,401,1954,3/30/1954,4,0
12571,1953,1,107,Lov om forlængelse af lov om forskellige forbrugsafgifter.,0,53,23,22,30,3,107,107,1954,3/30/1954,1,0
12880,1953,1,107,"Foreslag til lov om skat til staten af indkomst, formue og kapitalvinding.",0,53,3,13,20,5,107,107,1954,5/20/1954,1,0
12882,1953,14,1401,Forslag til lov om ejendomsskyld til staten.,0,53,5,8,20,5,1411,1411,1954,5/20/1954,1,0
12860,1953,16,1611,Lov om ekspropriation i militære øjmed.,0,53,140,25,26,5,1611,1611,1954,5/26/1954,1,0
12922,1953,15,1520,Forslag til lov om oprettelse af et næringsfrihedsråd.,0,53,45,68,19,1,1520,1520,1954,1/19/1954,1,0
12689,1953,5,506,Lov om ændring i lov nr. 138 af 29. marts 1947 om foranstaltninger til imødegåelse af ungdomsarbejdsløshed.,0,53,92,21,7,4,506,506,1954,4/7/1954,1,0
12560,1953,1,107,Lov om mdlertidige bestemmelser vedr påligningen af indkomst- og formueskat til staten.,0,53,12,42,3,6,107,107,1954,6/3/1954,1,0
12906,1953,15,1520,Forslag til lov om tilsyn med monopol og konkurrencebegrænsning.,0,53,29,68,19,1,1520,1520,1954,1/19/1954,1,0
12876,1953,10,1005,Lov om ændring af statsbaneloven.,0,53,148,14,18,3,1005,1005,1954,3/18/1954,1,0
12596,1953,7,704,"Lov om tillæg til lov om midler til bekæmpelse af plantesygdomme, ukrudt og visse skadedyr.",0,53,48,8,2,4,704,704,1954,4/2/1954,1,0
12907,1953,15,1599,Forslag til lov om bogføring.,0,53,30,17,28,1,1599,1599,1954,1/28/1954,1,0
12917,1953,13,1302,Forslag til lov om ændringer i lov om off forsorg med seneste ændringer vedr den off skolebespisning.,0,53,40,10,11,5,1302,1301,1954,5/11/1954,1,0
12676,1953,13,1304,Lov om ændringer i forsorgslovens § 257 vedr talelidende.,0,53,87,15,26,5,1304,1304,1954,5/26/1954,1,0
12573,1953,1,107,Lov om forlængelse af lov om omsætningsafgift af forskellige varer.,0,53,25,22,30,3,107,107,1954,3/30/1954,1,0
12701,1953,10,1005,Lov om jernbanedrift på lolland-falster.,0,53,97,23,31,3,1005,1005,1954,3/31/1954,1,0
12663,1953,12,1204,Lov om ændringer i lov om offentlig forsorg (om adgang til domstolsprøvelse af beslutninger om anbringelse på arbejdsanstalt mv),0,53,82,7,13,5,1204,1204,1954,5/13/1954,1,0
12803,1953,12,1201,Lov om ændring af lov om rettens pleje (politiets ledelse),0,53,115,34,26,5,1201,1201,1954,5/26/1954,1,0
12895,1953,20,2001,Forslag til lov om statens overtagelse af visse udgifter mm.,0,53,18,8,20,5,2001,2001,1954,5/20/1954,1,0
12879,1953,12,1299,Forslag til lov om ændringer i lov om afgift af arv og gave.,0,53,2,12,18,3,1299,1299,1954,3/18/1954,1,0
12829,1953,12,1204,lov om ændringer af lov om rettens pleje mv (i anledningen af grundloven af 5. juni 1953),0,53,126,9,13,5,1204,1204,1954,5/13/1954,1,0
12660,1953,13,1300,Lov om særlig ydelse til alders- og invaliderentemodtagere m.fl.,0,53,81,10,30,3,1300,1300,1954,3/30/1954,1,0
12864,1953,10,1007,lov om ændringer i lov nr. 131 af 17. april 1916 om lodsvæsenet med senere ændringer.,0,53,144,9,2,6,1007,1007,1954,6/2/1954,1,0
12721,1953,18,1803,Lov om ændring i lov om foranstaltninger til fremme af danske erhvervsinteresser.,0,53,104,16,1,6,1803,1803,1954,6/1/1954,1,0
3770,1953,19,1901,folketingsbeslutning om danmarks medvirken ved oprettelse og drift af et skandinavisk hospital i korea,0,53,530006,5,20,5,1901,1901,1954,5/20/1954,2,0
12889,1953,15,1526,Forslag til lov om ændring i lov om tipning.,0,53,12,8,20,5,1526,1526,1954,5/20/1954,1,0
12898,1953,14,1400,Forslag til lov om boligforholdene.,0,53,21,45,19,5,1400,1400,1954,5/19/1954,1,0
12890,1953,14,1401,Forslag til lov om udligningsafgift til staten af faste ejendomme.,0,53,13,45,19,5,1411,1411,1954,5/19/1954,1,0
12597,1953,4,408,Lov om kvalitetskontrol med fisk og fiskevarer.,0,53,49,23,22,4,408,408,1954,4/22/1954,1,0
12630,1953,3,321,lov om apotekervæsenet.,0,53,66,48,1,6,321,326,1954,6/1/1954,1,0
12561,1953,1,107,Lov om udskrivning af indkomst- og formueskatten til staten for skatteåret 1954-55.,0,53,13,20,30,3,107,107,1954,3/30/1954,1,0
12871,1953,20,2011,Lov om ændringer i lov nr. 171 af 31. marts 1953 om valg til folketinget mm.,0,53,146,8,2,6,2011,2011,1954,6/2/1954,1,0
12580,1953,1,107,Lov om tillægsafgif af visse motorkøretøjer mv for finansåret 1954-55.,0,53,32,22,30,3,107,107,1954,3/30/1954,1,0
12904,1953,20,2003,Forslag til lov om ændringer i postloven.,0,53,27,13,10,9,2003,2003,1954,9/10/1954,1,0
12649,1953,16,1608,Lov om værnepligt,0,53,75,20,21,5,1608,1608,1954,5/21/1954,1,0
12885,1953,1,107,Forslag til lov om tillægsafgift af visse motorkøretøjer mv.,0,53,8,8,10,9,107,107,1954,9/10/1954,1,0
12586,1953,4,405,lov om udførsel og indførsel af levende dyr mv.,0,53,38,9,7,4,405,405,1954,4/7/1954,1,0
1279,1953,12,1210,Om landsforræderi under besættelsestiden,0,53,535,113,14,1,1210,1210,1954,1/14/1954,3,0
12705,1953,10,1002,Lov om ændring af lov nr. 191 af 17. april 1941 om anlæg af en motorvej fra rødby havn til storestrømsbroen og af lov nr. 168 af 11. april 1942 om anlæg af en motorvej vest om københavn samt udbygning af hørsholmvejen som motorvej.,0,53,99,51,2,6,1002,1002,1954,6/2/1954,1,0
12724,1953,10,1007,Lov om udlån til visse rederivirksomheder.,0,53,106,14,11,3,1007,1007,1954,3/11/1954,1,0
12625,1953,3,321,Lov om forlængelse af midlertidig lov nr. 193 af 12. april 1949 om ændring i lov om apotekerafgift og tilskud fra apotekerfonden.,0,53,64,3,23,3,321,326,1954,3/23/1954,1,0
12862,1953,16,1608,lov om ændringer i militær resplejelov.,0,53,142,13,26,5,1608,1608,1954,5/26/1954,1,0
3767,1953,20,2011,Folketingsbeslutning om neds�ttelse af et udvalg vedr de i 1945-53 virkende parlamentariske kommissioners beretning,0,53,530003,5,7,4,2011,2011,1954,4/7/1954,2,0
12698,1953,10,1005,Lov om nedlæggelse af statsbanestrækningen fra farum til slangerup.,0,53,96,25,23,3,1005,1005,1954,3/23/1954,1,0
12634,1953,3,331,Lov om ændring i lov nr. 138 af 10. maj 1915 om foranstaltninger mod smitsomme sygdommes udbredelse.,0,53,68,4,13,5,331,331,1954,5/13/1954,1,0
12583,1953,20,2004,Normeringslov for finansåret 1954-55,0,53,35,3,31,3,2004,2004,1954,3/31/1954,1,0
12559,1953,1,104,Lov om anvendelse af modværdien af de henhold til det europæiske genopbygningsprogram modtagne gaveydelser.,0,53,11,34,3,6,104,104,1954,6/3/1954,1,0
12875,1953,20,2001,lov om ændring i lov om kommunale valg.,0,53,147,19,10,2,2016,2016,1954,2/10/1954,1,0
12703,1953,10,1007,Lov om etablering af en ny færgefart over store-bælt.,0,53,98,63,1,6,1007,1007,1954,6/1/1954,1,0
12651,1953,14,1406,Lov om forlængelse af byggestøttelovgivningen.,0,53,76,30,16,2,1406,1406,1954,2/16/1954,1,0
12877,1953,10,1002,Lov om ændring i lov om motorkøretøjer.,0,53,149,21,1,6,1002,1006,1954,6/1/1954,1,0
12714,1953,18,1800,Lov om forlængelse af lov om erhvervsøkonomiske foranstaltninger.,0,53,101,48,25,3,1800,1800,1954,3/25/1954,1,0
12594,1953,4,405,Lov om ændring af lov nr. 215 af 12. april 1949 om bekæmpelse af smitsomme sygdomme hos bier og om foranstaltning til biavlens fremme.,0,53,46,10,2,4,405,405,1954,4/2/1954,1,0
12588,1953,4,402,"lov om tillæg til statshusmandsloven (vedr. forkøbsret, rentebetaling mv.",0,53,40,69,3,6,402,402,1954,6/3/1954,1,0
493,1953,19,1900,Den seneste udvikling på det udenrigspolitiske område,0,53,534,62,25,5,1900,1900,1954,5/25/1954,4,0
12866,1953,4,402,Lov om beskyttelse af frugtplantager.,0,53,145,13,13,5,402,402,1954,5/13/1954,1,0
12797,1953,20,2011,Lov om rigsretten,0,53,113,15,16,3,2011,2011,1954,3/16/1954,1,0
12581,1953,1,107,Lov om ændring i lov om afgift af benzin.,0,53,33,56,2,6,107,107,1954,6/2/1954,1,0
3774,1953,4,403,Forslag til folketingsbeslutning om frigivelse af importen af sagomel.,0,53,530010,5,12,5,403,403,1954,5/12/1954,2,0
12579,1953,18,1807,Lov om ændringer i lov om toldafgifter mm.,0,53,31,4,19,2,1807,1807,1954,2/19/1954,1,0
3769,1953,10,1000,Folketingsbeslutning om danmarks ratifikation af protokol om oprettelse af en europ�isk transportministerkonference undertegnet i Bruxelles d. 17. okt. 1953,0,53,530005,12,10,3,1000,1000,1954,3/10/1954,2,0
12555,1953,20,2011,lov om det udenrigspolitiske nævn.,0,53,7,34,19,2,2011,2011,1954,2/19/1954,1,0
12902,1953,14,1408,Forslag til lov om godtgørelse for huslejeforhøjelse til alders- og indvaliderentemodtagere m.fl.,0,53,25,45,19,5,1408,1408,1954,5/19/1954,1,0
12641,1953,3,331,Lov om ændring i lov nr. 67 af 31. marts 1953 om karantæneforanstaltninger mod smitsomme sygdomme.,0,53,71,4,13,5,331,331,1954,5/13/1954,1,0
12695,1953,2,299,Lov om fortagelse af visse ekspropriationer.,0,53,95,4,26,1,211,211,1954,1/26/1954,1,0
12861,1953,16,1608,Lov om ændringer i militære straffelov.,0,53,141,13,16,5,1608,1608,1954,5/16/1954,1,0
12593,1953,7,709,lov om tillæg til lov nr. 145 af 28. april 1931 om jagten,0,53,45,5,19,2,709,709,1954,2/19/1954,1,0
12893,1953,20,2001,Forslag til lov om kommunal indkomstskat.,0,53,16,8,20,5,2001,2001,1954,5/20/1954,1,0
3772,1953,1,104,Folketingsbesluntning ang Kongeriget danmarks hypotekbanks regnskab for regnskabs�ret 1952-53.,0,53,530008,2,18,2,104,104,1954,2/18/1954,2,0
12589,1953,4,402,ov om udlån til statshusmandsbrug mm.,0,53,41,10,9,2,402,402,1954,2/9/1954,1,0
12911,1953,6,601,"Forslag til lov om ""ungdommens uddannelsesfond""s forvaltning og virksomhed.",0,53,34,4,18,3,601,601,1954,3/18/1954,1,0
12550,1953,21,2105,Kriminallov for Grønland,0,53,3,49,19,2,2105,2105,1954,2/19/1954,1,0
12564,1953,1,107,Lov om tillægsindkomstskat for skatteåret 1954-55.,0,53,16,20,30,3,107,107,1954,3/30/1954,1,0
12609,1953,20,2001,Lov om midlertidig ændring i loven om den fælleskommunale udligningsfond.,0,53,58,20,30,3,2001,2001,1954,3/30/1954,1,0
12847,1953,6,602,"Lov om ændring af lov nr. 416 af 12. juli 1946 om friskoler, om hjemmeundervisning samt om efterlønskassen for friskoler og efterskoler.",0,53,133,38,3,2,602,602,1954,2/3/1954,1,0
12858,1953,23,2300,lov om et J. F. Willumsen-museum i frederikssund.,0,53,138,11,28,4,2300,609,1954,4/28/1954,1,0
1280,1953,19,1900,On den udenrigspolitiske situation,0,53,536,12,23,1,1900,1900,1954,1/23/1954,3,0
12900,1953,13,1302,Frslag til lov om ændringer i lov om off forsorg med flere love (vedr. kommunehjælpens retsvirkninger).,0,53,23,24,23,3,1302,1302,1954,3/23/1954,1,0
12883,1953,1,107,Forslag til lov om ændring i lov om afgift på omsætningen af stærke drikke.,0,53,6,13,20,5,107,107,1954,5/20/1954,1,0
12897,1953,3,322,Forslag til lov om sygehusvæsenet.,0,53,20,8,20,5,322,322,1954,5/20/1954,1,0
12722,1953,18,1803,Lov om ændringer i lov om foranstaltninger til fremme af danske erhvervsinteresser.,0,53,105,15,23,9,1803,1803,1954,9/23/1954,1,0
12814,1953,12,1299,Lov om familiefideikommissers overgang til fri egendom.,0,53,119,40,27,4,1299,1299,1954,4/27/1954,1,0
12852,1953,6,698,Lov om oprettelse af et pædagogisk institut.,0,53,135,26,21,5,698,698,1954,5/21/1954,1,0
12643,1953,4,403,Lov om ændring af levnedsmiddelloven.,0,53,72,8,2,4,403,403,1954,4/2/1954,1,0
12557,1953,1,105,Lov om tillægsbevilling for finansåret fra 1. april 1953 til 31. marts 1954,0,53,9,101,3,6,105,105,1954,6/3/1954,1,0
12645,1953,7,704,Lov om ændring af giftloven.,0,53,73,8,2,4,704,704,1954,4/2/1954,1,0
12600,1953,4,408,Lov om udlån til afsætningsvirksomheder mv indenfor fiskerierhvervet.,0,53,52,10,26,3,408,408,1954,3/26/1954,1,0
12903,1953,5,500,Forslag til lov om ændring af beskæftigelsesloven samt af lov om tilskud fra den fælleskommunale udligningsfond til visse kommunale arbejdere.,0,53,26,8,20,5,500,500,1954,5/20/1954,1,0
12668,1953,13,1304,Lov om ændringer i lov nr. 171 af 16. maj 1934 om foranstaltninger vedr åndssvage.,0,53,84,7,13,5,1304,1304,1954,5/13/1954,1,0
12894,1953,20,2001,Forslag til lov om ændring af lov om kommunale ejendomsskatter.,0,53,17,8,20,5,2001,2001,1954,5/20/1954,1,0
12567,1953,14,1401,Lov om forlængelse af skattefritagelsen i henhold til lov nr. 117 af 9. april 1933 om lempelse i beskatningen til staten af nyopførte bygninger.,0,53,19,13,19,2,1411,1411,1954,2/19/1954,1,0
12836,1953,12,1204,lov om ændringer i lov om retsafgifter i domssager mm.,0,53,128,9,13,5,1204,1204,1954,5/13/1954,1,0
491,1953,1,100,Om den økonomiske oversigt,0,53,532,47,19,2,100,100,1954,2/19/1954,4,0
12881,1953,1,107,Forslag til lov om tillægsindkomstskat mv for skatteårene 1954-55 og 1955-56.,0,53,4,8,10,9,107,107,1954,9/10/1954,1,0
12846,1953,6,600,"Lov om ungdomsundervisning mv (ungdomsskoler, aftensskoler, fortsættelsesklasser, efterskoler, landbrugsfaglige skoler…)",0,53,132,87,13,5,600,600,1954,5/13/1954,1,0
12574,1953,1,107,Lov om kontrol med omsætningen af spiritus og vin.,0,53,26,3,3,6,107,107,1954,6/3/1954,1,0
12832,1953,3,322,Lov om ændringer i lov nr. 118 af 13. april 1938 om sindssyges personers hospitalsophold.,0,53,127,8,13,5,322,322,1954,5/13/1954,1,0
12566,1953,1,107,Lov om præmiering af opsparing,0,53,18,72,23,9,107,107,1954,9/23/1954,1,0
12854,1953,17,1798,"lov om ændring af loven om oprettelse af ""rask-ørsted fondet"". (danmarks internationale videnskabelige fond).",0,53,136,4,13,5,1798,1798,1954,5/13/1954,1,0
12923,1953,4,402,Forslag til lov om tillæg til statshusmandsloven.,0,53,46,51,31,5,402,402,1954,5/31/1954,1,0
12824,1953,10,1002,Lov om ændring af lov om motorkøretøjer.,0,53,122,15,31,3,1002,1006,1954,3/31/1954,1,0
12591,1953,14,1404,lov om udlån til arbejderboliger på landet.,0,53,43,10,9,2,1404,1404,1954,2/9/1954,1,0
12603,1953,1,107,Lov om ændring i lov vedr personlig skal til kommunen.,0,53,54,23,6,4,107,107,1954,4/6/1954,1,0
12844,1953,6,602,lov om oprettelse af en statsskole i rødovre.,0,53,131,17,26,3,602,602,1954,3/26/1954,1,0
12604,1953,20,2001,Lov om ændring af loven om indkomstskat til Københavns kommune mv.,0,53,55,12,6,4,2001,2001,1954,4/6/1954,1,0
12615,1953,9,900,Lov om indfødsrets meddelelser.,0,53,61,3,27,4,900,230,1954,4/27/1954,1,0
12826,1953,10,1002,lov om forlængelse af lov nr. 55 af 29. februar 1952 om ændring af lov om motorkøretøjer mv (traktorloven),0,53,123,6,25,3,1002,1006,1954,3/25/1954,1,0
1281,1953,19,1900,Om den udenrigspolitiske situation,0,53,537,135,10,2,1900,1900,1954,2/10/1954,3,0
12556,1953,1,105,Finanslov for finansåret fra 1. april 1954 til 31. marts 1955.,0,53,8,434,31,3,105,105,1954,3/31/1954,1,0
12595,1953,4,405,Lov om beskyttelse af bier mod giftige planter.,0,53,47,10,2,4,405,405,1954,4/2/1954,1,0
12599,1953,4,408,Lov om støtte til nybygning af fiskefartøjer mv.,0,53,51,10,26,3,408,408,1954,3/26/1954,1,0
12627,1953,3,321,Lov om forlængelse af midlertidig lov nr. 119 af 23. marts 1948 om ændringer i kapitel seks i lov nr. 107 af 31. marts 1932 om apotekervæsenet.,0,53,65,3,23,3,321,326,1954,3/23/1954,1,0
1282,1953,19,1900,Om brintbomben og Indokina,0,53,538,0,30,4,1900,1900,1954,4/30/1954,3,0
12637,1953,3,331,Lov om ændring i lov nr. 145 af 12. marts 1918 om foranstaltninger til tuberkulosens bekæmpelse.,0,53,69,4,13,5,331,331,1954,5/13/1954,1,0
12587,1953,1,110,lov om forbrugspriserne på mælk.,0,53,39,23,30,3,110,110,1954,3/30/1954,1,0
12692,1953,5,504,Lov om afgørelse af den mellem andels- og privatslagteriernes arbejdsgiverforeninger og dansk slagteriforbund bestående uoverensstemmelser.,0,53,93,22,29,4,504,504,1954,4/29/1954,1,0
12793,1953,20,2002,Lov om folketingets ombudsmand,0,53,112,21,25,5,2002,2002,1954,5/25/1954,1,0
